isBuyOrder,currencyCode,amount,price,executedAt,currencyCode0
0,JPY,3000.00,947.53,"2025-02-19 04:13:33",JPY
0,USD,2056.00,1439.25,"2025-02-19 05:13:05",USD
0,USD,972.00,1439.65,"2025-02-19 05:40:35",USD
1,USD,2056.00,1439.40,"2025-02-19 06:24:28",USD
0,USD,1943.00,1438.85,"2025-02-19 06:31:33",USD
1,USD,1943.00,1439.35,"2025-02-19 07:03:07",USD
1,USD,32.00,1438.55,"2025-02-19 07:56:04",USD
1,JPY,10000.00,949.03,"2025-02-19 11:46:55",JPY
1,JPY,100000.00,949.93,"2025-02-19 12:30:15",JPY
1,JPY,100000.00,950.01,"2025-02-19 13:36:04",JPY
1,JPY,57038.00,950.01,"2025-02-19 13:39:12",JPY
1,JPY,100000.00,951.20,"2025-02-19 14:11:04",JPY
1,USD,1389.00,1440.85,"2025-02-20 00:16:48",USD
1,JPY,158608.00,954.04,"2025-02-20 00:31:05",JPY
1,JPY,151549.00,954.04,"2025-02-20 00:36:04",JPY
1,JPY,16147.00,954.04,"2025-02-20 00:36:04",JPY
1,JPY,83853.00,953.82,"2025-02-20 00:41:04",JPY
1,JPY,36000.00,953.42,"2025-02-20 00:51:23",JPY
1,JPY,100000.00,953.98,"2025-02-20 00:56:05",JPY
1,JPY,133621.00,954.89,"2025-02-20 01:15:20",JPY
1,JPY,22798.00,954.89,"2025-02-20 01:16:36",JPY
1,JPY,168378.00,954.53,"2025-02-20 01:18:21",JPY
1,JPY,2572.00,955.28,"2025-02-20 01:24:58",JPY
1,JPY,10000.00,956.52,"2025-02-20 02:11:09",JPY
0,USD,2055.00,1440.15,"2025-02-20 02:16:23",USD
1,JPY,10000.00,956.65,"2025-02-20 02:36:04",JPY
1,USD,2055.00,1440.55,"2025-02-20 02:38:22",USD
0,USD,1944.00,1437.60,"2025-02-20 03:42:28",USD
1,JPY,20000.00,955.55,"2025-02-20 04:19:35",JPY
1,JPY,20000.00,955.82,"2025-02-20 04:51:17",JPY
1,USD,1944.00,1438.65,"2025-02-20 05:31:28",USD
0,JPY,10000.00,956.76,"2025-02-20 05:53:42",JPY
1,JPY,110000.00,958.17,"2025-02-20 06:06:01",JPY
0,JPY,30000.00,958.68,"2025-02-20 07:11:50",JPY
0,USD,1000.00,1438.95,"2025-02-20 07:19:42",USD
1,JPY,10000.00,958.24,"2025-02-20 07:26:30",JPY
0,JPY,10000.00,958.90,"2025-02-20 07:29:28",JPY
1,USD,1000.00,1439.50,"2025-02-20 07:49:53",USD
0,JPY,110000.00,958.34,"2025-02-20 08:01:00",JPY
0,JPY,100000.00,957.34,"2025-02-20 08:11:01",JPY
0,USD,1000.00,1438.50,"2025-02-20 08:22:57",USD
0,USD,1000.00,1438.50,"2025-02-20 08:23:17",USD
1,USD,1000.00,1439.30,"2025-02-20 08:46:00",USD
1,USD,1000.00,1439.40,"2025-02-20 08:53:30",USD
0,JPY,27600.00,957.65,"2025-02-20 09:11:57",JPY
1,JPY,27600.00,957.65,"2025-02-20 09:42:43",JPY
0,USD,184.00,1437.95,"2025-02-20 10:43:43",USD
0,USD,700.00,1437.85,"2025-02-20 10:46:01",USD
0,USD,1000.00,1438.85,"2025-02-20 11:22:59",USD
0,JPY,2000.00,958.81,"2025-02-20 12:16:00",JPY
1,USD,1000.00,1437.40,"2025-02-20 14:23:22",USD
0,JPY,57200.00,958.35,"2025-02-20 15:03:03",JPY
0,USD,1000.00,1435.85,"2025-02-20 16:04:15",USD
1,JPY,25622.00,959.46,"2025-02-21 00:00:00",JPY
1,JPY,67997.00,959.43,"2025-02-21 00:00:26",JPY
0,USD,69.00,1434.25,"2025-02-21 00:20:38",USD
0,JPY,42000.00,957.46,"2025-02-21 00:26:00",JPY
0,JPY,172627.00,957.64,"2025-02-21 01:16:55",JPY
1,USD,69.00,1435.05,"2025-02-21 01:26:00",USD
0,JPY,27373.00,957.22,"2025-02-21 01:26:02",JPY
0,JPY,39299.00,955.67,"2025-02-21 01:55:27",JPY
0,JPY,701.00,955.17,"2025-02-21 02:01:04",JPY
0,JPY,195788.00,953.89,"2025-02-21 02:31:01",JPY
0,JPY,104212.00,953.68,"2025-02-21 02:36:00",JPY
0,USD,700.00,1434.55,"2025-02-21 02:51:00",USD
0,JPY,10000.00,953.94,"2025-02-21 02:53:48",JPY
0,JPY,152952.00,953.08,"2025-02-21 02:56:01",JPY
0,JPY,199901.00,953.40,"2025-02-21 03:06:01",JPY
0,JPY,152629.00,953.46,"2025-02-21 03:11:00",JPY
0,JPY,45511.00,953.61,"2025-02-21 03:17:03",JPY
0,JPY,24518.00,952.48,"2025-02-21 03:21:02",JPY
0,JPY,64489.00,952.48,"2025-02-21 03:21:02",JPY
0,USD,1000.00,1433.05,"2025-02-21 04:43:08",USD
1,USD,1000.00,1433.35,"2025-02-21 04:55:42",USD
0,USD,1000.00,1433.65,"2025-02-21 05:07:42",USD
1,USD,1000.00,1433.80,"2025-02-21 05:16:54",USD
1,USD,184.00,1433.35,"2025-02-21 05:22:00",USD
0,USD,1000.00,1433.75,"2025-02-21 05:23:00",USD
0,JPY,2000.00,953.43,"2025-02-21 05:26:00",JPY
0,JPY,60000.00,953.47,"2025-02-21 05:43:36",JPY
1,USD,1000.00,1433.75,"2025-02-21 05:58:46",USD
0,JPY,70000.00,953.52,"2025-02-21 06:01:41",JPY
1,JPY,70000.00,952.62,"2025-02-21 06:16:26",JPY
0,JPY,59000.00,952.39,"2025-02-21 06:21:55",JPY
0,JPY,100000.00,952.77,"2025-02-21 06:25:47",JPY
0,JPY,64000.00,952.66,"2025-02-21 06:26:42",JPY
1,JPY,60000.00,952.90,"2025-02-21 07:09:57",JPY
0,JPY,57000.00,952.61,"2025-02-21 07:36:00",JPY
0,USD,1000.00,1434.10,"2025-02-21 08:15:17",USD
0,USD,534.00,1434.10,"2025-02-21 08:15:27",USD
1,USD,1000.00,1434.70,"2025-02-21 08:25:34",USD
1,USD,534.00,1434.70,"2025-02-21 08:25:52",USD
0,USD,1000.00,1434.60,"2025-02-21 08:54:39",USD
0,USD,1000.00,1434.60,"2025-02-21 08:55:34",USD
1,USD,1000.00,1434.80,"2025-02-21 09:03:50",USD
1,USD,1000.00,1434.80,"2025-02-21 09:03:51",USD
0,JPY,48000.00,953.51,"2025-02-21 10:00:52",JPY
0,JPY,52000.00,953.51,"2025-02-21 10:01:20",JPY
0,JPY,50000.00,953.51,"2025-02-21 10:02:18",JPY
0,JPY,150000.00,953.19,"2025-02-21 10:20:26",JPY
0,JPY,27968.00,953.19,"2025-02-21 10:20:46",JPY
0,JPY,12032.00,953.18,"2025-02-21 10:21:01",JPY
0,USD,33.00,1432.20,"2025-02-21 10:51:01",USD
0,USD,1000.00,1432.20,"2025-02-21 10:58:23",USD
0,USD,1000.00,1432.90,"2025-02-21 11:31:35",USD
1,USD,1000.00,1433.05,"2025-02-21 11:51:53",USD
1,USD,1000.00,1433.05,"2025-02-21 11:53:43",USD
0,USD,1000.00,1433.70,"2025-02-21 12:12:37",USD
0,USD,1000.00,1433.85,"2025-02-21 12:42:43",USD
1,USD,33.00,1433.85,"2025-02-21 12:46:00",USD
1,USD,1000.00,1435.05,"2025-02-21 13:41:00",USD
1,USD,1000.00,1435.05,"2025-02-21 13:41:00",USD
0,USD,33.00,1433.40,"2025-02-21 14:06:01",USD
1,JPY,100000.00,955.76,"2025-02-21 14:46:01",JPY
1,JPY,40000.00,955.76,"2025-02-21 14:47:39",JPY
1,JPY,103670.00,955.92,"2025-02-21 14:51:01",JPY
1,JPY,68816.00,955.92,"2025-02-21 14:51:13",JPY
1,JPY,51356.00,955.76,"2025-02-21 14:53:11",JPY
1,JPY,60000.00,956.74,"2025-02-21 15:08:09",JPY
1,JPY,110000.00,959.00,"2025-02-21 15:31:00",JPY
1,JPY,23672.00,957.96,"2025-02-21 15:43:31",JPY
1,JPY,45285.00,957.92,"2025-02-21 15:43:46",JPY
1,JPY,29352.00,957.68,"2025-02-21 15:44:01",JPY
1,JPY,29248.00,957.65,"2025-02-21 15:44:11",JPY
1,JPY,192049.00,959.18,"2025-02-21 15:52:22",JPY
1,JPY,17724.00,958.68,"2025-02-21 15:54:27",JPY
1,JPY,20728.00,958.68,"2025-02-21 15:54:56",JPY
1,JPY,190847.00,959.26,"2025-02-21 15:56:37",JPY
1,JPY,26389.00,958.20,"2025-02-21 15:58:15",JPY
1,JPY,170005.00,959.80,"2025-02-21 16:11:00",JPY
1,JPY,44307.00,958.77,"2025-02-21 16:14:20",JPY
1,JPY,158557.00,959.06,"2025-02-21 16:16:31",JPY
1,JPY,182530.00,959.60,"2025-02-21 16:36:01",JPY
0,JPY,93809.00,962.13,"2025-02-21 19:34:10",JPY
0,JPY,91518.00,962.13,"2025-02-21 19:34:10",JPY
0,JPY,99912.00,962.13,"2025-02-21 19:41:46",JPY
0,JPY,92433.00,961.74,"2025-02-21 20:20:06",JPY
0,JPY,98198.00,961.74,"2025-02-21 22:41:51",JPY
0,JPY,41450.00,959.23,"2025-02-21 23:46:00",JPY
0,JPY,160000.00,959.17,"2025-02-22 02:19:05",JPY
0,JPY,150000.00,959.17,"2025-02-22 02:45:25",JPY
0,JPY,152052.00,959.20,"2025-02-22 02:49:21",JPY
0,JPY,132948.00,959.20,"2025-02-22 02:49:21",JPY
0,USD,3745.00,1434.25,"2025-02-22 02:49:32",USD
0,JPY,48000.00,959.20,"2025-02-22 02:50:25",JPY
0,JPY,185000.00,959.23,"2025-02-22 02:50:44",JPY
0,USD,221.00,1434.15,"2025-02-22 02:58:04",USD
1,JPY,10000.00,959.08,"2025-02-22 06:26:55",JPY
0,JPY,153616.00,959.23,"2025-02-22 07:32:03",JPY
0,JPY,106384.00,959.23,"2025-02-22 07:32:03",JPY
0,USD,100.00,1434.25,"2025-02-22 10:38:43",USD
0,USD,13.00,1434.15,"2025-02-22 14:22:21",USD
0,JPY,183119.00,959.17,"2025-02-22 15:17:59",JPY
0,JPY,152166.00,959.17,"2025-02-22 15:17:59",JPY
0,JPY,176961.00,959.17,"2025-02-22 15:21:00",JPY
0,JPY,69754.00,959.17,"2025-02-22 15:26:00",JPY
0,JPY,10700.00,959.17,"2025-02-22 15:26:00",JPY
0,USD,3612.00,1434.35,"2025-02-22 15:43:45",USD
0,USD,375.00,1434.35,"2025-02-22 15:43:45",USD
0,JPY,157909.00,959.17,"2025-02-23 06:38:00",JPY
0,JPY,70000.00,959.17,"2025-02-23 11:58:48",JPY
0,USD,3000.00,1434.15,"2025-02-23 12:23:16",USD
0,JPY,44502.00,960.26,"2025-02-23 14:08:54",JPY
0,JPY,48227.00,960.26,"2025-02-23 14:08:54",JPY
0,JPY,15000.00,960.30,"2025-02-23 14:13:10",JPY
0,JPY,26044.00,960.30,"2025-02-23 14:14:05",JPY
0,USD,1000.00,1434.15,"2025-02-24 00:00:55",USD
1,USD,1000.00,1436.70,"2025-02-24 00:02:39",USD
1,JPY,29322.00,960.75,"2025-02-24 00:08:32",JPY
1,JPY,28002.00,960.49,"2025-02-24 00:08:39",JPY
1,JPY,29632.00,960.42,"2025-02-24 00:08:48",JPY
1,JPY,12902.00,960.35,"2025-02-24 00:08:57",JPY
1,USD,3918.00,1434.95,"2025-02-24 00:22:03",USD
1,USD,81.00,1433.90,"2025-02-24 00:29:56",USD
1,JPY,162181.00,962.48,"2025-02-24 01:00:38",JPY
1,JPY,99643.00,962.49,"2025-02-24 01:01:37",JPY
1,JPY,47502.00,961.37,"2025-02-24 01:03:36",JPY
1,JPY,38146.00,960.87,"2025-02-24 01:05:00",JPY
1,JPY,23364.00,960.59,"2025-02-24 01:06:07",JPY
1,JPY,193841.00,961.25,"2025-02-24 01:06:23",JPY
1,JPY,110000.00,961.36,"2025-02-24 01:11:01",JPY
1,JPY,83467.00,961.36,"2025-02-24 01:12:29",JPY
0,USD,10.00,1432.24,"2025-02-24 01:22:04",USD
0,JPY,100000.00,956.97,"2025-02-24 02:06:01",JPY
0,JPY,120000.00,956.92,"2025-02-24 02:11:17",JPY
0,JPY,50000.00,956.92,"2025-02-24 02:14:18",JPY
0,JPY,150000.00,956.22,"2025-02-24 02:17:38",JPY
0,JPY,120000.00,956.34,"2025-02-24 02:21:21",JPY
0,JPY,43060.00,957.18,"2025-02-24 02:25:50",JPY
0,JPY,60000.00,956.99,"2025-02-24 02:27:06",JPY
0,JPY,54000.00,956.99,"2025-02-24 02:29:28",JPY
0,JPY,100000.00,956.99,"2025-02-24 02:32:16",JPY
0,JPY,74631.00,956.99,"2025-02-24 02:32:38",JPY
0,JPY,30000.00,957.87,"2025-02-24 02:35:06",JPY
0,USD,10.00,1427.95,"2025-02-24 02:41:03",USD
0,JPY,190000.00,956.29,"2025-02-24 02:51:27",JPY
0,JPY,177000.00,956.32,"2025-02-24 03:01:44",JPY
0,JPY,100000.00,956.65,"2025-02-24 03:02:34",JPY
0,JPY,22000.00,956.65,"2025-02-24 03:03:16",JPY
0,JPY,330.00,956.65,"2025-02-24 03:04:15",JPY
0,JPY,110000.00,956.45,"2025-02-24 04:00:13",JPY
0,JPY,100000.00,956.00,"2025-02-24 04:06:31",JPY
0,USD,1000.00,1426.85,"2025-02-24 04:33:04",USD
1,USD,1000.00,1427.15,"2025-02-24 04:53:02",USD
0,USD,1000.00,1426.65,"2025-02-24 05:05:39",USD
1,USD,1000.00,1427.05,"2025-02-24 05:12:07",USD
0,JPY,100000.00,955.16,"2025-02-24 06:31:15",JPY
0,USD,10.00,1426.90,"2025-02-24 06:56:00",USD
0,JPY,87000.00,955.37,"2025-02-24 07:18:27",JPY
0,USD,1000.00,1427.50,"2025-02-24 08:02:21",USD
0,JPY,40000.00,956.15,"2025-02-24 08:16:18",JPY
1,JPY,40000.00,956.65,"2025-02-24 08:26:01",JPY
1,USD,1000.00,1428.55,"2025-02-24 08:30:52",USD
1,JPY,26990.00,955.81,"2025-02-24 08:34:56",JPY
0,USD,100.00,1426.45,"2025-02-24 09:14:47",USD
0,USD,1000.00,1426.15,"2025-02-24 09:27:21",USD
0,USD,1000.00,1426.15,"2025-02-24 09:29:55",USD
1,USD,1000.00,1427.80,"2025-02-24 10:11:01",USD
1,USD,1000.00,1427.80,"2025-02-24 10:11:01",USD
1,USD,100.00,1427.90,"2025-02-24 10:39:07",USD
0,JPY,10000.00,954.28,"2025-02-24 11:13:21",JPY
0,USD,1000.00,1428.25,"2025-02-24 13:22:57",USD
0,USD,1000.00,1427.90,"2025-02-24 13:31:15",USD
1,USD,1000.00,1427.90,"2025-02-24 14:26:08",USD
1,USD,1000.00,1427.90,"2025-02-24 14:26:09",USD
1,JPY,100000.00,955.72,"2025-02-24 14:52:05",JPY
1,JPY,4172.00,955.97,"2025-02-24 15:03:43",JPY
1,JPY,100000.00,957.47,"2025-02-24 15:46:01",JPY
1,JPY,93045.00,957.47,"2025-02-24 15:46:01",JPY
1,JPY,26955.00,957.66,"2025-02-24 15:56:01",JPY
1,JPY,165115.00,957.66,"2025-02-24 15:56:01",JPY
1,USD,972.00,1428.85,"2025-02-24 16:15:00",USD
0,JPY,530.00,952.83,"2025-02-25 00:11:01",JPY
0,JPY,5007.00,952.83,"2025-02-25 00:16:16",JPY
0,JPY,169959.00,952.83,"2025-02-25 00:16:37",JPY
0,JPY,180041.00,952.84,"2025-02-25 00:16:37",JPY
0,JPY,10294.00,952.84,"2025-02-25 00:16:53",JPY
0,JPY,100000.00,953.40,"2025-02-25 00:21:36",JPY
0,JPY,30000.00,953.36,"2025-02-25 00:26:01",JPY
0,JPY,5000.00,953.36,"2025-02-25 00:27:10",JPY
0,JPY,10600.00,953.36,"2025-02-25 00:28:03",JPY
0,JPY,100000.00,953.36,"2025-02-25 00:29:12",JPY
0,USD,300.00,1431.35,"2025-02-25 01:06:01",USD
0,JPY,179187.00,952.79,"2025-02-25 01:06:01",JPY
0,JPY,164689.00,952.80,"2025-02-25 01:11:01",JPY
0,JPY,170541.00,952.83,"2025-02-25 01:16:00",JPY
0,JPY,193695.00,952.44,"2025-02-25 01:29:40",JPY
0,JPY,6305.00,951.40,"2025-02-25 01:31:01",JPY
0,USD,1000.00,1429.50,"2025-02-25 01:49:51",USD
1,USD,1000.00,1430.15,"2025-02-25 01:57:40",USD
0,USD,1000.00,1430.10,"2025-02-25 02:24:41",USD
1,USD,3635.00,1430.35,"2025-02-25 02:26:00",USD
1,JPY,150210.00,953.69,"2025-02-25 02:26:02",JPY
1,USD,365.00,1430.55,"2025-02-25 02:31:00",USD
1,JPY,17790.00,953.87,"2025-02-25 02:31:01",JPY
1,USD,1000.00,1430.55,"2025-02-25 02:31:32",USD
1,JPY,180072.00,954.40,"2025-02-25 02:46:01",JPY
1,JPY,28613.00,954.45,"2025-02-25 02:51:00",JPY
1,JPY,100000.00,954.45,"2025-02-25 02:51:00",JPY
1,JPY,40032.00,954.45,"2025-02-25 02:51:28",JPY
1,JPY,60701.00,954.70,"2025-02-25 02:56:03",JPY
0,USD,50.00,1430.70,"2025-02-25 03:41:01",USD
0,USD,1000.00,1430.70,"2025-02-25 03:53:36",USD
1,JPY,50000.00,956.05,"2025-02-25 03:55:16",JPY
0,JPY,180860.00,956.19,"2025-02-25 03:56:38",JPY
1,USD,1000.00,1430.80,"2025-02-25 04:19:06",USD
1,JPY,5520.00,957.12,"2025-02-25 04:42:26",JPY
1,JPY,110000.00,956.31,"2025-02-25 05:31:01",JPY
