isBuyOrder,currencyCode,amount,price,executedAt,currencyCode0
1,JPY,10000.00,954.67,"2025-02-07 04:29:32",JPY
1,JPY,24855.00,954.67,"2025-02-07 04:36:16",JPY
1,JPY,5145.00,954.63,"2025-02-07 04:41:43",JPY
0,KRW,20000.00,954.18,"2025-02-07 05:08:51",JPY
1,JPY,15390.00,954.44,"2025-02-07 05:31:01",JPY
1,JPY,4610.00,954.42,"2025-02-07 05:36:09",JPY
1,USD,405.00,1448.40,"2025-02-07 05:54:50",USD
0,KRW,405.00,1447.30,"2025-02-07 06:31:32",USD
0,KRW,20000.00,953.84,"2025-02-07 07:39:37",JPY
1,JPY,20000.00,953.97,"2025-02-07 07:45:10",JPY
0,KRW,781.00,1447.00,"2025-02-07 08:06:10",USD
0,KRW,792.00,1445.90,"2025-02-07 08:11:01",USD
0,KRW,967.00,1446.19,"2025-02-07 08:12:10",USD
0,KRW,1039.00,1446.70,"2025-02-07 08:13:01",USD
0,KRW,421.00,1445.60,"2025-02-07 08:16:09",USD
0,KRW,849.00,1445.40,"2025-02-07 08:25:53",USD
0,KRW,739.00,1446.30,"2025-02-07 10:05:42",USD
0,KRW,20000.00,950.94,"2025-02-07 10:21:01",JPY
0,KRW,10000.00,950.80,"2025-02-07 10:27:59",JPY
0,KRW,21000.00,950.28,"2025-02-07 12:01:01",JPY
1,USD,735.00,1446.50,"2025-02-07 12:51:01",USD
1,JPY,1000.00,951.53,"2025-02-07 12:51:02",JPY
1,JPY,10000.00,951.53,"2025-02-07 12:51:03",JPY
1,JPY,4234.00,951.53,"2025-02-07 12:51:03",JPY
1,USD,4.00,1446.40,"2025-02-07 12:56:10",USD
1,JPY,5766.00,951.82,"2025-02-07 13:01:01",JPY
0,KRW,10000.00,951.94,"2025-02-07 13:16:10",JPY
1,USD,405.00,1447.50,"2025-02-07 13:17:56",USD
0,KRW,12303.00,952.09,"2025-02-07 13:34:40",JPY
1,JPY,4844.00,953.27,"2025-02-07 13:41:00",JPY
1,JPY,12303.00,953.27,"2025-02-07 13:41:42",JPY
0,KRW,81.00,1446.60,"2025-02-07 13:46:49",USD
0,KRW,325.00,1446.60,"2025-02-07 13:47:55",USD
0,KRW,975.00,1447.69,"2025-02-07 13:56:57",USD
0,KRW,20000.00,952.36,"2025-02-07 13:59:36",JPY
1,USD,406.00,1447.60,"2025-02-07 14:02:24",USD
1,USD,840.00,1448.00,"2025-02-07 14:15:17",USD
1,JPY,10745.00,952.64,"2025-02-07 14:22:13",JPY
1,JPY,9259.00,952.39,"2025-02-07 14:22:32",JPY
1,USD,135.00,1447.90,"2025-02-07 14:23:20",USD
1,USD,854.00,1447.90,"2025-02-07 14:27:49",USD
1,USD,871.00,1447.70,"2025-02-07 14:27:55",USD
1,USD,318.00,1447.70,"2025-02-07 14:27:55",USD
1,JPY,29514.00,954.04,"2025-02-07 14:46:10",JPY
1,JPY,28007.00,954.63,"2025-02-07 14:51:01",JPY
0,KRW,406.00,1447.50,"2025-02-07 14:54:53",USD
1,JPY,36191.00,955.14,"2025-02-07 14:56:14",JPY
1,JPY,6288.00,955.32,"2025-02-07 15:01:01",JPY
1,JPY,4606.00,955.32,"2025-02-07 15:01:01",JPY
1,JPY,48007.00,954.11,"2025-02-07 15:02:09",JPY
1,USD,406.00,1447.50,"2025-02-07 15:03:42",USD
1,JPY,7387.00,955.30,"2025-02-07 15:06:11",JPY
0,KRW,29423.00,955.42,"2025-02-07 15:09:09",JPY
0,KRW,23952.00,955.45,"2025-02-07 15:09:44",JPY
1,JPY,21852.00,955.30,"2025-02-07 15:10:27",JPY
1,JPY,28312.00,956.22,"2025-02-07 15:21:01",JPY
1,JPY,37991.00,956.70,"2025-02-07 15:26:10",JPY
1,JPY,21567.00,956.73,"2025-02-07 15:31:01",JPY
1,JPY,28819.00,955.39,"2025-02-07 15:32:59",JPY
1,JPY,32704.00,955.39,"2025-02-07 15:32:59",JPY
0,KRW,20000.00,955.29,"2025-02-07 15:49:36",JPY
0,KRW,405.00,1448.70,"2025-02-07 15:54:37",USD
0,KRW,359.00,1448.70,"2025-02-07 15:54:39",USD
0,KRW,792.00,1449.20,"2025-02-07 15:54:52",USD
0,KRW,486.00,1449.30,"2025-02-07 15:54:59",USD
0,KRW,364.00,1449.30,"2025-02-07 15:55:13",USD
0,KRW,40.00,1449.40,"2025-02-07 15:55:25",USD
1,JPY,12130.00,956.78,"2025-02-07 15:58:11",JPY
1,JPY,10000.00,958.91,"2025-02-07 16:01:01",JPY
1,JPY,10000.00,958.91,"2025-02-07 16:01:01",JPY
1,USD,876.00,1454.50,"2025-02-07 16:06:45",USD
1,USD,718.00,1453.90,"2025-02-07 16:09:02",USD
1,USD,447.00,1453.50,"2025-02-07 16:09:07",USD
1,USD,405.00,1454.00,"2025-02-07 16:12:47",USD
1,JPY,10000.00,959.97,"2025-02-07 16:16:09",JPY
0,KRW,405.00,1454.50,"2025-02-07 16:17:24",USD
1,USD,405.00,1454.00,"2025-02-07 16:22:17",USD
1,JPY,11662.00,962.01,"2025-02-07 16:36:10",JPY
1,JPY,8338.00,962.70,"2025-02-07 16:41:01",JPY
1,JPY,10000.00,961.82,"2025-02-08 00:52:27",JPY
1,JPY,5406.00,961.82,"2025-02-08 00:53:47",JPY
1,JPY,4594.00,961.82,"2025-02-08 00:53:47",JPY
1,JPY,24033.00,961.82,"2025-02-08 00:56:45",JPY
0,KRW,14033.00,961.89,"2025-02-08 00:58:48",JPY
0,KRW,100.00,961.82,"2025-02-08 11:41:43",JPY
1,JPY,100.00,960.64,"2025-02-08 11:46:16",JPY
0,KRW,10000.00,961.79,"2025-02-08 11:52:37",JPY
1,JPY,10000.00,962.38,"2025-02-08 14:19:33",JPY
1,JPY,20166.00,962.71,"2025-02-08 14:35:48",JPY
1,JPY,30950.00,962.69,"2025-02-08 14:36:04",JPY
1,JPY,37065.00,962.69,"2025-02-08 14:36:04",JPY
1,JPY,11820.00,962.71,"2025-02-08 14:36:17",JPY
1,USD,100.00,1457.60,"2025-02-09 00:00:38",USD
1,JPY,10000.00,962.71,"2025-02-09 00:04:10",JPY
1,JPY,10000.00,962.71,"2025-02-09 00:05:45",JPY
1,JPY,10000.00,962.69,"2025-02-09 00:22:23",JPY
1,JPY,10000.00,962.69,"2025-02-09 00:24:43",JPY
1,JPY,10000.00,962.71,"2025-02-09 05:05:57",JPY
0,KRW,38531.00,959.61,"2025-02-10 00:20:23",JPY
0,KRW,22900.00,959.90,"2025-02-10 00:21:02",JPY
0,KRW,912.00,1453.70,"2025-02-10 00:46:10",USD
0,JPY,10443.00,957.52,"2025-02-10 02:10:24",JPY
0,JPY,10148.00,956.75,"2025-02-10 02:56:13",JPY
0,JPY,301.00,956.69,"2025-02-10 03:01:01",JPY
0,JPY,10454.00,956.44,"2025-02-10 03:36:14",JPY
0,JPY,20361.00,956.94,"2025-02-10 03:47:02",JPY
1,USD,997.00,1454.10,"2025-02-10 03:56:48",USD
1,USD,859.00,1454.10,"2025-02-10 03:56:48",USD
0,JPY,33376.00,956.53,"2025-02-10 04:06:09",JPY
0,USD,863.00,1453.80,"2025-02-10 04:11:03",USD
0,USD,804.00,1453.60,"2025-02-10 04:16:10",USD
0,JPY,15587.00,956.49,"2025-02-10 04:16:11",JPY
0,JPY,12104.00,956.83,"2025-02-10 04:21:03",JPY
0,JPY,24642.00,956.41,"2025-02-10 04:26:14",JPY
0,JPY,14291.00,956.53,"2025-02-10 04:31:01",JPY
0,USD,140.00,1452.50,"2025-02-10 04:41:01",USD
0,JPY,10460.00,955.70,"2025-02-10 05:06:10",JPY
0,JPY,10465.00,954.92,"2025-02-10 05:31:01",JPY
0,JPY,10471.00,954.92,"2025-02-10 05:31:01",JPY
0,USD,874.00,1451.00,"2025-02-10 06:31:03",USD
0,USD,126.00,1450.90,"2025-02-10 06:31:03",USD
0,JPY,10476.00,954.49,"2025-02-10 07:31:03",JPY
0,JPY,10085.00,954.22,"2025-02-10 08:02:01",JPY
0,JPY,34515.00,954.70,"2025-02-10 08:02:14",JPY
0,JPY,10482.00,953.56,"2025-02-10 08:16:17",JPY
0,JPY,1547.00,953.56,"2025-02-10 08:16:17",JPY
0,JPY,12040.00,953.88,"2025-02-10 08:21:01",JPY
0,JPY,10487.00,953.09,"2025-02-10 08:26:10",JPY
0,JPY,10795.00,953.09,"2025-02-10 08:26:10",JPY
0,JPY,10493.00,952.97,"2025-02-10 08:31:01",JPY
0,JPY,15530.00,952.97,"2025-02-10 08:31:01",JPY
0,JPY,13183.00,952.65,"2025-02-10 08:36:11",JPY
0,JPY,15013.00,953.71,"2025-02-10 08:37:01",JPY
0,JPY,430.00,953.74,"2025-02-10 08:41:01",JPY
0,JPY,26387.00,953.33,"2025-02-10 08:46:45",JPY
0,JPY,35930.00,953.74,"2025-02-10 08:48:41",JPY
0,JPY,37218.00,953.88,"2025-02-10 08:50:12",JPY
0,JPY,27570.00,953.24,"2025-02-10 09:31:51",JPY
0,JPY,6430.00,953.24,"2025-02-10 09:31:51",JPY
0,JPY,30477.00,953.24,"2025-02-10 09:33:14",JPY
0,JPY,33536.00,953.62,"2025-02-10 09:36:03",JPY
0,JPY,36625.00,953.04,"2025-02-10 09:38:42",JPY
0,JPY,31867.00,953.07,"2025-02-10 09:49:10",JPY
0,JPY,15299.00,953.07,"2025-02-10 09:49:10",JPY
0,JPY,24026.00,953.13,"2025-02-10 09:56:07",JPY
0,JPY,36786.00,953.08,"2025-02-10 09:57:14",JPY
0,JPY,10000.00,954.15,"2025-02-10 09:58:03",JPY
0,JPY,10000.00,952.99,"2025-02-10 10:02:54",JPY
0,JPY,25814.00,952.99,"2025-02-10 10:04:23",JPY
0,JPY,38163.00,952.97,"2025-02-10 10:12:42",JPY
0,JPY,18232.00,953.00,"2025-02-10 10:13:57",JPY
0,USD,932.00,1450.90,"2025-02-10 11:37:05",USD
0,USD,993.00,1451.10,"2025-02-10 11:37:12",USD
0,JPY,18761.00,953.54,"2025-02-10 11:50:14",JPY
0,JPY,26996.00,953.57,"2025-02-10 11:52:26",JPY
0,JPY,20166.00,953.62,"2025-02-10 11:53:11",JPY
0,JPY,37741.00,953.71,"2025-02-10 12:09:57",JPY
0,JPY,23259.00,953.71,"2025-02-10 12:09:57",JPY
0,JPY,20751.00,953.65,"2025-02-10 12:12:55",JPY
0,JPY,6648.00,953.71,"2025-02-10 12:13:09",JPY
0,JPY,20165.00,953.41,"2025-02-10 12:24:22",JPY
1,JPY,100.00,953.66,"2025-02-10 12:45:26",JPY
1,JPY,9900.00,953.66,"2025-02-10 12:52:45",JPY
1,JPY,31485.00,954.78,"2025-02-10 13:06:10",JPY
1,JPY,30570.00,954.86,"2025-02-10 13:16:11",JPY
1,JPY,21709.00,954.83,"2025-02-10 13:21:01",JPY
1,JPY,15490.00,955.08,"2025-02-10 13:36:01",JPY
1,JPY,746.00,954.89,"2025-02-10 13:41:01",JPY
0,JPY,19523.00,956.77,"2025-02-10 14:41:01",JPY
1,JPY,10471.00,957.00,"2025-02-10 15:06:01",JPY
1,JPY,10472.00,957.00,"2025-02-10 15:06:01",JPY
1,JPY,49361.00,955.97,"2025-02-10 15:13:29",JPY
1,JPY,12070.00,955.72,"2025-02-10 15:13:49",JPY
1,JPY,41798.00,956.91,"2025-02-10 15:22:38",JPY
0,USD,3010.00,1450.90,"2025-02-10 15:56:01",USD
0,USD,33.00,1450.90,"2025-02-10 15:56:01",USD
1,JPY,38600.00,956.76,"2025-02-11 00:01:01",JPY
1,JPY,61400.00,956.76,"2025-02-11 00:04:43",JPY
1,USD,1925.00,1452.80,"2025-02-11 00:07:49",USD
0,USD,404.00,1453.25,"2025-02-11 00:14:36",USD
1,JPY,10000.00,956.85,"2025-02-11 00:38:18",JPY
0,JPY,100000.00,956.28,"2025-02-11 01:29:31",JPY
1,USD,1000.00,1453.65,"2025-02-11 01:36:03",USD
1,JPY,100000.00,957.57,"2025-02-11 03:06:03",JPY
1,USD,404.00,1455.00,"2025-02-11 03:17:42",USD
1,JPY,197062.00,956.58,"2025-02-11 03:55:25",JPY
1,JPY,56695.00,956.71,"2025-02-11 03:57:44",JPY
0,USD,204.00,1453.75,"2025-02-11 04:37:18",USD
0,USD,2036.00,1453.75,"2025-02-11 05:52:10",USD
1,USD,404.00,1452.25,"2025-02-11 06:28:25",USD
0,USD,404.00,1453.00,"2025-02-11 07:36:45",USD
1,JPY,100000.00,957.04,"2025-02-11 08:36:01",JPY
0,JPY,30000.00,955.96,"2025-02-11 10:16:00",JPY
1,USD,404.00,1453.10,"2025-02-11 11:01:09",USD
0,JPY,100000.00,954.92,"2025-02-11 11:17:45",JPY
0,JPY,100000.00,954.66,"2025-02-11 11:21:35",JPY
0,JPY,93478.00,954.66,"2025-02-11 11:22:21",JPY
0,JPY,6522.00,954.66,"2025-02-11 11:36:28",JPY
0,JPY,159276.00,953.66,"2025-02-11 11:57:19",JPY
0,JPY,36323.00,954.86,"2025-02-11 12:04:59",JPY
0,JPY,25200.00,954.98,"2025-02-11 12:05:37",JPY
0,JPY,10000.00,954.24,"2025-02-11 13:14:38",JPY
1,USD,68.00,1453.30,"2025-02-11 13:19:55",USD
0,JPY,4602.00,953.55,"2025-02-11 13:21:01",JPY
0,JPY,10000.00,953.55,"2025-02-11 13:21:01",JPY
0,JPY,10000.00,953.55,"2025-02-11 13:21:01",JPY
1,USD,922.00,1455.15,"2025-02-11 13:31:00",USD
1,USD,10.00,1455.15,"2025-02-11 13:31:00",USD
1,USD,33.00,1455.15,"2025-02-11 13:31:00",USD
1,JPY,10000.00,955.10,"2025-02-11 13:31:04",JPY
1,JPY,61523.00,955.10,"2025-02-11 13:32:08",JPY
1,USD,1671.00,1455.15,"2025-02-11 13:34:52",USD
0,JPY,36401.00,955.81,"2025-02-11 14:47:10",JPY
0,JPY,25099.00,955.63,"2025-02-11 14:51:01",JPY
1,JPY,199049.00,955.60,"2025-02-11 14:59:52",JPY
1,USD,365.00,1454.85,"2025-02-11 15:01:20",USD
1,JPY,951.00,955.54,"2025-02-11 15:02:40",JPY
1,JPY,151905.00,954.73,"2025-02-11 15:09:34",JPY
1,JPY,122023.00,955.17,"2025-02-11 15:13:48",JPY
1,JPY,23321.00,955.17,"2025-02-11 15:14:46",JPY
0,USD,703.00,1454.19,"2025-02-11 15:32:01",USD
0,JPY,159117.00,952.93,"2025-02-11 15:33:21",JPY
0,USD,33.00,1453.80,"2025-02-11 15:36:01",USD
0,USD,297.00,1453.80,"2025-02-11 15:36:01",USD
1,JPY,100000.00,953.06,"2025-02-11 15:48:32",JPY
1,JPY,82665.00,953.06,"2025-02-11 15:48:49",JPY
1,JPY,17335.00,953.13,"2025-02-11 15:52:02",JPY
1,USD,319.00,1450.80,"2025-02-11 17:14:40",USD
1,USD,493.00,1450.80,"2025-02-11 17:14:40",USD
1,USD,1000.00,1450.10,"2025-02-11 17:14:49",USD
1,USD,1000.00,1449.80,"2025-02-11 17:15:05",USD
1,USD,188.00,1449.30,"2025-02-11 17:15:23",USD
0,JPY,10000.00,951.46,"2025-02-12 00:00:57",JPY
0,JPY,50000.00,950.61,"2025-02-12 00:18:42",JPY
1,USD,3357.00,1454.45,"2025-02-12 01:26:03",USD
1,USD,33.00,1453.95,"2025-02-12 01:27:01",USD
1,USD,3000.00,1454.15,"2025-02-12 01:31:18",USD
0,USD,33.00,1449.95,"2025-02-12 02:06:03",USD
0,JPY,100000.00,945.35,"2025-02-12 02:13:04",JPY
1,USD,33.00,1451.00,"2025-02-12 03:21:00",USD
0,USD,2038.00,1451.95,"2025-02-12 03:28:45",USD
0,JPY,10000.00,946.55,"2025-02-12 04:04:38",JPY
1,USD,2038.00,1453.10,"2025-02-12 05:07:07",USD
0,USD,10.00,1453.34,"2025-02-12 06:25:17",USD
1,JPY,135797.00,946.24,"2025-02-12 07:02:06",JPY
1,JPY,59707.00,946.24,"2025-02-12 07:04:20",JPY
1,USD,643.00,1453.50,"2025-02-12 12:23:50",USD
0,JPY,154369.00,945.87,"2025-02-12 12:58:06",JPY
0,JPY,95504.00,943.01,"2025-02-12 13:31:02",JPY
0,JPY,5631.00,943.01,"2025-02-12 13:31:02",JPY
0,USD,32.00,1456.85,"2025-02-12 14:26:00",USD
1,USD,837.00,1456.80,"2025-02-12 14:47:01",USD
1,USD,163.00,1457.20,"2025-02-12 14:51:00",USD
0,JPY,167675.00,943.55,"2025-02-12 15:06:01",JPY
0,JPY,32325.00,943.92,"2025-02-12 15:11:01",JPY
0,USD,406.00,1455.95,"2025-02-12 16:52:01",USD
1,USD,3000.00,1453.25,"2025-02-13 01:20:15",USD
0,JPY,176619.00,941.38,"2025-02-13 01:32:08",JPY
0,JPY,3381.00,941.36,"2025-02-13 02:51:00",JPY
0,USD,700.00,1451.45,"2025-02-13 03:21:00",USD
0,USD,248.00,1449.44,"2025-02-13 04:07:25",USD
0,USD,2043.00,1448.50,"2025-02-13 04:30:38",USD
0,JPY,110000.00,937.44,"2025-02-13 04:41:01",JPY
0,USD,1000.00,1448.25,"2025-02-13 05:51:00",USD
0,USD,700.00,1448.25,"2025-02-13 05:51:00",USD
0,USD,2072.00,1447.55,"2025-02-13 06:36:00",USD
0,JPY,110000.00,940.42,"2025-02-13 07:29:52",JPY
1,USD,700.00,1449.70,"2025-02-13 07:56:01",USD
1,USD,2043.00,1449.70,"2025-02-13 07:56:46",USD
0,JPY,34000.00,940.49,"2025-02-13 08:21:21",JPY
1,JPY,110000.00,940.60,"2025-02-13 08:26:01",JPY
1,JPY,32721.00,940.88,"2025-02-13 09:13:43",JPY
1,JPY,28075.00,940.56,"2025-02-13 09:14:15",JPY
1,JPY,704.00,940.35,"2025-02-13 09:14:49",JPY
0,JPY,10000.00,941.24,"2025-02-13 10:13:59",JPY
0,USD,1956.00,1449.30,"2025-02-13 10:53:08",USD
1,JPY,181167.00,941.85,"2025-02-13 11:11:09",JPY
1,JPY,167675.00,941.73,"2025-02-13 11:11:16",JPY
1,JPY,17951.00,941.98,"2025-02-13 11:31:01",JPY
0,USD,399.00,1449.30,"2025-02-13 11:31:42",USD
1,USD,399.00,1449.65,"2025-02-13 11:52:22",USD
1,JPY,97553.00,942.37,"2025-02-13 12:15:24",JPY
1,JPY,53323.00,942.37,"2025-02-13 12:15:51",JPY
0,USD,399.00,1450.75,"2025-02-13 12:16:05",USD
1,JPY,54406.00,942.16,"2025-02-13 12:18:20",JPY
1,USD,399.00,1450.80,"2025-02-13 12:38:12",USD
1,JPY,10000.00,942.60,"2025-02-13 13:22:29",JPY
0,USD,398.00,1452.20,"2025-02-13 13:31:25",USD
1,USD,303.00,1451.30,"2025-02-13 14:16:17",USD
1,USD,95.00,1451.30,"2025-02-13 14:16:17",USD
1,USD,1956.00,1451.70,"2025-02-13 14:49:45",USD
1,JPY,70998.00,946.05,"2025-02-13 15:01:59",JPY
1,JPY,58865.00,946.05,"2025-02-13 15:02:18",JPY
0,JPY,185260.00,941.95,"2025-02-13 15:17:28",JPY
0,USD,399.00,1448.45,"2025-02-13 15:47:54",USD
1,JPY,169375.00,946.42,"2025-02-13 16:41:01",JPY
1,JPY,30625.00,946.21,"2025-02-13 16:51:01",JPY
1,JPY,177732.00,945.81,"2025-02-13 23:50:15",JPY
1,JPY,7528.00,945.30,"2025-02-13 23:50:41",JPY
1,JPY,17859.00,945.30,"2025-02-13 23:55:23",JPY
0,JPY,61300.00,943.28,"2025-02-14 00:04:50",JPY
0,USD,2051.00,1443.00,"2025-02-14 00:07:25",USD
1,USD,3000.00,1442.70,"2025-02-14 00:51:04",USD
1,JPY,61300.00,943.67,"2025-02-14 00:51:15",JPY
0,JPY,24902.00,945.49,"2025-02-14 00:56:36",JPY
0,JPY,30160.00,945.49,"2025-02-14 00:56:36",JPY
0,JPY,6100.00,945.89,"2025-02-14 00:57:46",JPY
0,USD,700.00,1443.65,"2025-02-14 01:26:04",USD
0,JPY,110000.00,945.85,"2025-02-14 01:31:01",JPY
1,JPY,61162.00,945.82,"2025-02-14 05:44:46",JPY
0,USD,1040.00,1442.45,"2025-02-14 07:06:01",USD
0,USD,391.00,1442.45,"2025-02-14 07:06:01",USD
0,USD,69.00,1442.19,"2025-02-14 07:07:02",USD
0,USD,700.00,1440.55,"2025-02-14 08:01:05",USD
0,JPY,184865.00,943.06,"2025-02-14 08:01:05",JPY
0,JPY,110000.00,943.69,"2025-02-14 08:06:04",JPY
0,JPY,115135.00,942.97,"2025-02-14 08:11:00",JPY
0,JPY,100000.00,943.33,"2025-02-14 08:54:17",JPY
0,JPY,78119.00,943.33,"2025-02-14 08:55:15",JPY
0,JPY,30000.00,943.12,"2025-02-14 08:56:52",JPY
0,JPY,24749.00,943.47,"2025-02-14 09:14:25",JPY
0,JPY,190000.00,943.48,"2025-02-14 09:14:45",JPY
0,JPY,60000.00,944.63,"2025-02-14 10:21:13",JPY
0,JPY,13256.00,944.37,"2025-02-14 10:31:48",JPY
0,JPY,10000.00,944.56,"2025-02-14 10:36:46",JPY
0,JPY,100000.00,944.53,"2025-02-14 11:37:33",JPY
0,JPY,120000.00,944.22,"2025-02-14 12:25:02",JPY
0,USD,100.00,1440.80,"2025-02-14 13:23:30",USD
1,JPY,110000.00,946.21,"2025-02-14 13:51:04",JPY
1,JPY,65000.00,945.13,"2025-02-14 14:05:38",JPY
0,USD,100.00,1439.35,"2025-02-14 14:38:42",USD
1,JPY,100000.00,944.50,"2025-02-14 15:26:04",JPY
1,JPY,100000.00,945.34,"2025-02-14 15:52:06",JPY
1,JPY,95068.00,945.34,"2025-02-14 15:55:05",JPY
1,JPY,100000.00,946.78,"2025-02-14 16:31:25",JPY
1,JPY,124932.00,946.87,"2025-02-14 16:34:34",JPY
1,JPY,63510.00,946.87,"2025-02-14 16:35:55",JPY
0,USD,100.00,1441.25,"2025-02-15 00:10:33",USD
1,JPY,10000.00,946.50,"2025-02-15 00:12:39",JPY
1,JPY,175887.00,946.50,"2025-02-15 01:45:18",JPY
1,JPY,12555.00,946.50,"2025-02-15 01:45:18",JPY
1,JPY,179172.00,946.48,"2025-02-15 02:23:07",JPY
0,USD,37.00,1441.35,"2025-02-15 03:46:20",USD
0,JPY,153995.00,946.57,"2025-02-15 10:14:05",JPY
0,JPY,198761.00,946.63,"2025-02-15 10:16:32",JPY
0,JPY,180527.00,946.63,"2025-02-15 10:21:52",JPY
0,JPY,69680.00,946.60,"2025-02-15 10:28:37",JPY
0,JPY,6005.00,946.57,"2025-02-15 11:01:01",JPY
0,JPY,150000.00,946.60,"2025-02-15 16:32:20",JPY
0,JPY,165053.00,946.63,"2025-02-15 16:34:29",JPY
0,JPY,8623.00,946.60,"2025-02-15 16:34:29",JPY
0,JPY,126324.00,946.63,"2025-02-15 16:34:29",JPY
0,JPY,50000.00,946.63,"2025-02-15 16:36:16",JPY
0,JPY,100000.00,946.60,"2025-02-15 16:41:32",JPY
0,JPY,8800.00,946.57,"2025-02-15 16:49:47",JPY
0,USD,347.00,1441.25,"2025-02-16 00:44:33",USD
0,JPY,40000.00,946.57,"2025-02-16 15:38:45",JPY
1,USD,100.00,1442.25,"2025-02-17 00:20:30",USD
0,JPY,160000.00,948.72,"2025-02-17 00:21:38",JPY
0,JPY,7500.00,948.72,"2025-02-17 00:23:08",JPY
0,JPY,190000.00,949.12,"2025-02-17 00:27:38",JPY
0,JPY,4000.00,949.12,"2025-02-17 00:28:23",JPY
0,JPY,170000.00,948.96,"2025-02-17 00:31:40",JPY
0,JPY,5280.00,948.96,"2025-02-17 00:32:39",JPY
1,JPY,110000.00,949.95,"2025-02-17 01:06:01",JPY
0,JPY,110000.00,949.66,"2025-02-17 01:18:52",JPY
1,USD,1000.00,1439.45,"2025-02-17 01:56:59",USD
1,USD,1051.00,1439.30,"2025-02-17 01:57:34",USD
1,JPY,10000.00,947.90,"2025-02-17 02:02:50",JPY
0,JPY,10000.00,951.08,"2025-02-17 03:48:30",JPY
0,CAD,2907.00,1001.80,"2025-02-17 06:03:55",CAD
1,USD,100.00,1442.05,"2025-02-17 06:11:40",USD
0,CAD,458.00,1016.92,"2025-02-17 06:21:01",CAD
0,CAD,272.00,1016.84,"2025-02-17 06:26:04",CAD
1,USD,1000.00,1442.15,"2025-02-17 07:01:04",USD
1,USD,100.00,1441.50,"2025-02-17 07:28:37",USD
1,USD,1389.00,1443.20,"2025-02-17 07:51:04",USD
1,JPY,110000.00,950.97,"2025-02-17 08:46:04",JPY
0,CAD,332.00,1017.41,"2025-02-17 09:26:01",CAD
0,CAD,307.00,1017.26,"2025-02-17 09:36:04",CAD
0,CAD,312.00,1017.02,"2025-02-17 09:41:05",CAD
1,USD,700.00,1444.00,"2025-02-17 09:46:04",USD
0,JPY,10000.00,951.42,"2025-02-17 10:27:15",JPY
0,KRW,654.00,1019.95,"2025-02-17 11:10:23",CAD
0,CAD,442.00,1017.46,"2025-02-17 11:11:04",CAD
1,JPY,50000.00,953.67,"2025-02-17 12:41:04",JPY
0,JPY,110000.00,953.42,"2025-02-17 12:46:04",JPY
0,CAD,24.00,1016.50,"2025-02-18 00:06:01",CAD
0,JPY,100000.00,951.10,"2025-02-18 00:11:04",JPY
1,JPY,60000.00,952.79,"2025-02-18 01:16:00",JPY
1,JPY,10000.00,951.69,"2025-02-18 02:20:36",JPY
1,JPY,10000.00,951.72,"2025-02-18 02:21:47",JPY
0,JPY,10000.00,950.57,"2025-02-18 03:20:31",JPY
0,JPY,100000.00,949.94,"2025-02-18 03:36:04",JPY
0,JPY,89057.00,949.94,"2025-02-18 03:36:04",JPY
0,JPY,90000.00,949.11,"2025-02-18 03:56:04",JPY
0,JPY,20943.00,949.11,"2025-02-18 03:56:04",JPY
0,JPY,10000.00,949.07,"2025-02-18 04:19:35",JPY
0,USD,2054.00,1440.95,"2025-02-18 08:53:25",USD
1,USD,2054.00,1441.45,"2025-02-18 09:52:55",USD
0,USD,1945.00,1440.30,"2025-02-18 10:44:56",USD
1,USD,1945.00,1440.80,"2025-02-18 11:11:51",USD
0,USD,421.00,1440.89,"2025-02-18 16:22:05",USD
0,USD,279.00,1440.40,"2025-02-18 16:26:00",USD
0,JPY,100000.00,947.56,"2025-02-18 23:37:53",JPY
0,JPY,17591.00,948.61,"2025-02-18 23:39:18",JPY
0,JPY,11068.00,949.12,"2025-02-18 23:39:29",JPY
0,JPY,80000.00,948.55,"2025-02-18 23:45:09",JPY
0,JPY,77710.00,948.55,"2025-02-18 23:45:32",JPY
0,JPY,10000.00,948.69,"2025-02-18 23:49:38",JPY
0,JPY,9667.00,948.69,"2025-02-18 23:50:44",JPY
0,JPY,333.00,948.05,"2025-02-18 23:51:04",JPY
0,JPY,24684.00,949.07,"2025-02-18 23:51:05",JPY
0,JPY,100000.00,948.14,"2025-02-18 23:57:41",JPY
0,JPY,97130.00,948.14,"2025-02-18 23:57:51",JPY
0,JPY,38286.00,949.10,"2025-02-19 00:00:28",JPY
0,JPY,70000.00,950.04,"2025-02-19 00:13:14",JPY
0,JPY,30000.00,950.04,"2025-02-19 00:14:03",JPY
0,JPY,1714.00,948.87,"2025-02-19 00:26:04",JPY
0,JPY,100000.00,948.13,"2025-02-19 02:43:11",JPY
0,JPY,61902.00,948.13,"2025-02-19 02:45:15",JPY
0,JPY,38098.00,947.40,"2025-02-19 02:46:01",JPY
0,JPY,88000.00,947.42,"2025-02-19 02:58:05",JPY
0,USD,694.00,1440.50,"2025-02-19 03:26:00",USD
0,USD,694.00,1439.79,"2025-02-19 03:42:05",USD
0,USD,1389.00,1439.30,"2025-02-19 03:57:43",USD
0,JPY,85000.00,947.54,"2025-02-19 04:06:45",JPY
0,JPY,81568.00,947.54,"2025-02-19 04:08:16",JPY
0,JPY,18432.00,947.53,"2025-02-19 04:11:05",JPY
0,JPY,80000.00,947.53,"2025-02-19 04:13:17",JPY
