,currencyCode,basePrice,createdAt
550754,USD,1440.55,2025-02-19 05:01:31
550755,JPY,949.01,2025-02-19 05:01:31
550765,USD,1440.55,2025-02-19 05:02:01
550766,JPY,949.01,2025-02-19 05:02:01
550776,USD,1440.55,2025-02-19 05:02:31
550777,JPY,949.01,2025-02-19 05:02:31
550787,USD,1440.55,2025-02-19 05:03:01
550788,JPY,949.01,2025-02-19 05:03:01
550798,USD,1440.55,2025-02-19 05:03:31
550799,JPY,949.01,2025-02-19 05:03:31
550809,USD,1440.55,2025-02-19 05:04:01
550810,JPY,949.01,2025-02-19 05:04:01
550820,USD,1440.55,2025-02-19 05:04:31
550821,JPY,949.01,2025-02-19 05:04:31
550831,USD,1440.55,2025-02-19 05:05:01
550832,JPY,949.01,2025-02-19 05:05:01
550842,USD,1440.55,2025-02-19 05:05:30
550843,JPY,949.01,2025-02-19 05:05:30
550853,USD,1440.55,2025-02-19 05:06:01
550854,JPY,949.01,2025-02-19 05:06:01
550864,USD,1440.55,2025-02-19 05:06:31
550865,JPY,949.01,2025-02-19 05:06:31
550875,USD,1440.55,2025-02-19 05:07:01
550876,JPY,949.01,2025-02-19 05:07:01
550886,USD,1440.55,2025-02-19 05:07:31
550887,JPY,949.01,2025-02-19 05:07:31
550897,USD,1440.55,2025-02-19 05:08:01
550898,JPY,949.01,2025-02-19 05:08:01
550908,USD,1440.55,2025-02-19 05:08:31
550909,JPY,949.01,2025-02-19 05:08:31
550919,USD,1440.55,2025-02-19 05:09:01
550920,JPY,949.01,2025-02-19 05:09:01
550930,USD,1440.55,2025-02-19 05:09:30
550931,JPY,949.01,2025-02-19 05:09:30
550941,USD,1440.55,2025-02-19 05:10:01
550942,JPY,949.01,2025-02-19 05:10:01
550952,USD,1440.55,2025-02-19 05:10:30
550953,JPY,949.01,2025-02-19 05:10:30
550963,USD,1440.55,2025-02-19 05:11:01
550964,JPY,949.01,2025-02-19 05:11:01
550974,USD,1440.55,2025-02-19 05:11:31
550975,JPY,949.01,2025-02-19 05:11:31
550985,USD,1440.55,2025-02-19 05:12:01
550986,JPY,949.01,2025-02-19 05:12:01
550996,USD,1440.55,2025-02-19 05:12:31
550997,JPY,949.01,2025-02-19 05:12:31
551007,USD,1440.55,2025-02-19 05:13:01
551008,JPY,949.01,2025-02-19 05:13:01
551018,USD,1440.55,2025-02-19 05:13:31
551019,JPY,949.01,2025-02-19 05:13:31
551029,USD,1440.55,2025-02-19 05:14:01
551030,JPY,949.01,2025-02-19 05:14:01
551040,USD,1440.55,2025-02-19 05:14:31
551041,JPY,949.01,2025-02-19 05:14:31
551051,USD,1440.55,2025-02-19 05:15:01
551052,JPY,949.01,2025-02-19 05:15:01
551062,USD,1440.55,2025-02-19 05:15:31
551063,JPY,949.01,2025-02-19 05:15:31
551073,USD,1440.55,2025-02-19 05:16:01
551074,JPY,949.01,2025-02-19 05:16:01
551084,USD,1440.55,2025-02-19 05:16:31
551085,JPY,949.01,2025-02-19 05:16:31
551095,USD,1440.55,2025-02-19 05:17:01
551096,JPY,949.01,2025-02-19 05:17:01
551106,USD,1440.55,2025-02-19 05:17:31
551107,JPY,949.01,2025-02-19 05:17:31
551117,USD,1440.55,2025-02-19 05:18:01
551118,JPY,949.01,2025-02-19 05:18:01
551128,USD,1440.55,2025-02-19 05:18:31
551129,JPY,949.01,2025-02-19 05:18:31
551139,USD,1440.55,2025-02-19 05:19:01
551140,JPY,949.01,2025-02-19 05:19:01
551150,USD,1440.55,2025-02-19 05:19:30
551151,JPY,949.01,2025-02-19 05:19:30
551161,USD,1440.55,2025-02-19 05:20:01
551162,JPY,949.01,2025-02-19 05:20:01
551172,USD,1440.55,2025-02-19 05:20:31
551173,JPY,949.01,2025-02-19 05:20:31
551183,USD,1440.55,2025-02-19 05:21:01
551184,JPY,949.01,2025-02-19 05:21:01
551194,USD,1440.55,2025-02-19 05:21:31
551195,JPY,949.01,2025-02-19 05:21:31
551205,USD,1440.55,2025-02-19 05:22:01
551206,JPY,949.01,2025-02-19 05:22:01
551216,USD,1440.55,2025-02-19 05:22:31
551217,JPY,949.01,2025-02-19 05:22:31
551227,USD,1440.55,2025-02-19 05:23:01
551228,JPY,949.01,2025-02-19 05:23:01
551238,USD,1440.55,2025-02-19 05:23:31
551239,JPY,949.01,2025-02-19 05:23:31
551249,USD,1440.55,2025-02-19 05:24:01
551250,JPY,949.01,2025-02-19 05:24:01
551260,USD,1440.55,2025-02-19 05:24:31
551261,JPY,949.01,2025-02-19 05:24:31
551271,USD,1440.55,2025-02-19 05:25:01
551272,JPY,949.01,2025-02-19 05:25:01
551282,USD,1440.55,2025-02-19 05:25:31
551283,JPY,949.01,2025-02-19 05:25:31
551293,USD,1440.55,2025-02-19 05:26:01
551294,JPY,949.01,2025-02-19 05:26:01
551304,USD,1440.55,2025-02-19 05:26:31
551305,JPY,949.01,2025-02-19 05:26:31
551315,USD,1440.55,2025-02-19 05:27:01
551316,JPY,949.01,2025-02-19 05:27:01
551326,USD,1440.55,2025-02-19 05:27:31
551327,JPY,949.01,2025-02-19 05:27:31
551337,USD,1440.55,2025-02-19 05:28:01
551338,JPY,949.01,2025-02-19 05:28:01
551348,USD,1440.55,2025-02-19 05:28:31
551349,JPY,949.01,2025-02-19 05:28:31
551359,USD,1440.55,2025-02-19 05:29:01
551360,JPY,949.01,2025-02-19 05:29:01
551370,USD,1440.55,2025-02-19 05:29:31
551371,JPY,949.01,2025-02-19 05:29:31
551381,USD,1440.55,2025-02-19 05:30:01
551382,JPY,949.01,2025-02-19 05:30:01
551392,USD,1440.55,2025-02-19 05:30:31
551393,JPY,949.01,2025-02-19 05:30:31
551403,USD,1440.55,2025-02-19 05:31:01
551404,JPY,949.01,2025-02-19 05:31:01
551414,USD,1440.55,2025-02-19 05:31:31
551415,JPY,949.01,2025-02-19 05:31:31
551425,USD,1440.55,2025-02-19 05:32:01
551426,JPY,949.01,2025-02-19 05:32:01
551436,USD,1440.55,2025-02-19 05:32:31
551437,JPY,949.01,2025-02-19 05:32:31
551447,USD,1440.55,2025-02-19 05:33:01
551448,JPY,949.01,2025-02-19 05:33:01
551458,USD,1440.55,2025-02-19 05:33:31
551459,JPY,949.01,2025-02-19 05:33:31
551469,USD,1440.55,2025-02-19 05:34:01
551470,JPY,949.01,2025-02-19 05:34:01
551480,USD,1440.55,2025-02-19 05:34:31
551481,JPY,949.01,2025-02-19 05:34:31
551491,USD,1440.55,2025-02-19 05:35:01
551492,JPY,949.01,2025-02-19 05:35:01
551502,USD,1440.55,2025-02-19 05:35:31
551503,JPY,949.01,2025-02-19 05:35:31
551513,USD,1440.55,2025-02-19 05:36:01
551514,JPY,949.01,2025-02-19 05:36:01
551524,USD,1440.55,2025-02-19 05:36:31
551525,JPY,949.01,2025-02-19 05:36:31
551535,USD,1440.55,2025-02-19 05:37:01
551536,JPY,949.01,2025-02-19 05:37:01
551546,USD,1440.55,2025-02-19 05:37:31
551547,JPY,949.01,2025-02-19 05:37:31
551557,USD,1440.55,2025-02-19 05:38:01
551558,JPY,949.01,2025-02-19 05:38:01
551568,USD,1440.55,2025-02-19 05:38:31
551569,JPY,949.01,2025-02-19 05:38:31
551579,USD,1440.55,2025-02-19 05:39:01
551580,JPY,949.01,2025-02-19 05:39:01
551590,USD,1440.55,2025-02-19 05:39:31
551591,JPY,949.01,2025-02-19 05:39:31
551601,USD,1440.55,2025-02-19 05:40:01
551602,JPY,949.01,2025-02-19 05:40:01
551612,USD,1440.55,2025-02-19 05:40:31
551613,JPY,949.01,2025-02-19 05:40:31
551623,USD,1440.55,2025-02-19 05:41:01
551624,JPY,949.01,2025-02-19 05:41:01
551634,USD,1440.55,2025-02-19 05:41:30
551635,JPY,949.01,2025-02-19 05:41:30
551645,USD,1440.55,2025-02-19 05:42:02
551646,JPY,949.01,2025-02-19 05:42:02
551656,USD,1440.55,2025-02-19 05:42:30
551657,JPY,949.01,2025-02-19 05:42:30
551667,USD,1440.55,2025-02-19 05:43:02
551668,JPY,949.01,2025-02-19 05:43:02
551678,USD,1440.55,2025-02-19 05:43:31
551679,JPY,949.01,2025-02-19 05:43:31
551689,USD,1440.55,2025-02-19 05:44:01
551690,JPY,949.01,2025-02-19 05:44:01
551700,USD,1440.55,2025-02-19 05:44:31
551701,JPY,949.01,2025-02-19 05:44:31
551711,USD,1440.55,2025-02-19 05:45:01
551712,JPY,949.01,2025-02-19 05:45:01
551722,USD,1440.55,2025-02-19 05:45:30
551723,JPY,949.01,2025-02-19 05:45:30
551733,USD,1440.55,2025-02-19 05:46:02
551734,JPY,949.01,2025-02-19 05:46:02
551744,USD,1440.55,2025-02-19 05:46:31
551745,JPY,949.01,2025-02-19 05:46:31
551755,USD,1440.55,2025-02-19 05:47:01
551756,JPY,949.01,2025-02-19 05:47:01
551766,USD,1440.55,2025-02-19 05:47:31
551767,JPY,949.01,2025-02-19 05:47:31
551777,USD,1440.55,2025-02-19 05:48:01
551778,JPY,949.01,2025-02-19 05:48:01
551788,USD,1440.55,2025-02-19 05:48:30
551789,JPY,949.01,2025-02-19 05:48:30
551799,USD,1440.55,2025-02-19 05:49:02
551800,JPY,949.01,2025-02-19 05:49:02
551810,USD,1440.55,2025-02-19 05:49:31
551811,JPY,949.01,2025-02-19 05:49:31
551821,USD,1440.55,2025-02-19 05:50:02
551822,JPY,949.01,2025-02-19 05:50:02
551832,USD,1440.55,2025-02-19 05:50:31
551833,JPY,949.01,2025-02-19 05:50:31
551843,USD,1440.55,2025-02-19 05:51:01
551844,JPY,949.01,2025-02-19 05:51:01
551854,USD,1440.55,2025-02-19 05:51:31
551855,JPY,949.01,2025-02-19 05:51:31
551865,USD,1440.55,2025-02-19 05:52:01
551866,JPY,949.01,2025-02-19 05:52:01
551876,USD,1440.55,2025-02-19 05:52:31
551877,JPY,949.01,2025-02-19 05:52:31
551887,USD,1440.55,2025-02-19 05:53:01
551888,JPY,949.01,2025-02-19 05:53:01
551898,USD,1440.55,2025-02-19 05:53:31
551899,JPY,949.01,2025-02-19 05:53:31
551909,USD,1440.55,2025-02-19 05:54:01
551910,JPY,949.01,2025-02-19 05:54:01
551920,USD,1440.55,2025-02-19 05:54:30
551921,JPY,949.01,2025-02-19 05:54:30
551931,USD,1440.55,2025-02-19 05:55:02
551932,JPY,949.01,2025-02-19 05:55:02
551942,USD,1440.55,2025-02-19 05:55:30
551943,JPY,949.01,2025-02-19 05:55:30
551953,USD,1440.55,2025-02-19 05:56:02
551954,JPY,949.01,2025-02-19 05:56:02
551964,USD,1440.55,2025-02-19 05:56:30
551965,JPY,949.01,2025-02-19 05:56:30
551975,USD,1440.55,2025-02-19 05:57:01
551976,JPY,949.01,2025-02-19 05:57:01
551986,USD,1440.55,2025-02-19 05:57:31
551987,JPY,949.01,2025-02-19 05:57:31
551997,USD,1440.55,2025-02-19 05:58:01
551998,JPY,949.01,2025-02-19 05:58:01
552008,USD,1440.55,2025-02-19 05:58:31
552009,JPY,949.01,2025-02-19 05:58:31
552019,USD,1440.55,2025-02-19 05:59:01
552020,JPY,949.01,2025-02-19 05:59:01
552030,USD,1440.55,2025-02-19 05:59:31
552031,JPY,949.01,2025-02-19 05:59:31
552041,USD,1440.55,2025-02-19 06:00:01
552042,JPY,949.01,2025-02-19 06:00:01
552052,USD,1440.55,2025-02-19 06:00:31
552053,JPY,949.01,2025-02-19 06:00:31
552063,USD,1440.55,2025-02-19 06:01:01
552064,JPY,949.01,2025-02-19 06:01:01
552074,USD,1440.55,2025-02-19 06:01:31
552075,JPY,949.01,2025-02-19 06:01:31
552085,USD,1440.55,2025-02-19 06:02:01
552086,JPY,949.01,2025-02-19 06:02:01
552096,USD,1440.55,2025-02-19 06:02:31
552097,JPY,949.01,2025-02-19 06:02:31
552107,USD,1440.55,2025-02-19 06:03:01
552108,JPY,949.01,2025-02-19 06:03:01
552118,USD,1440.55,2025-02-19 06:03:30
552119,JPY,949.01,2025-02-19 06:03:30
552129,USD,1440.55,2025-02-19 06:04:01
552130,JPY,949.01,2025-02-19 06:04:01
552140,USD,1440.55,2025-02-19 06:04:31
552141,JPY,949.01,2025-02-19 06:04:31
552151,USD,1440.55,2025-02-19 06:05:01
552152,JPY,949.01,2025-02-19 06:05:01
552162,USD,1440.55,2025-02-19 06:05:30
552163,JPY,949.01,2025-02-19 06:05:30
552173,USD,1440.55,2025-02-19 06:06:02
552174,JPY,949.01,2025-02-19 06:06:02
552184,USD,1440.55,2025-02-19 06:06:30
552185,JPY,949.01,2025-02-19 06:06:30
552195,USD,1440.55,2025-02-19 06:07:02
552196,JPY,949.01,2025-02-19 06:07:02
552206,USD,1440.55,2025-02-19 06:07:31
552207,JPY,949.01,2025-02-19 06:07:31
552217,USD,1440.55,2025-02-19 06:08:01
552218,JPY,949.01,2025-02-19 06:08:01
552228,USD,1440.55,2025-02-19 06:08:31
552229,JPY,949.01,2025-02-19 06:08:31
552239,USD,1440.55,2025-02-19 06:09:00
552240,JPY,949.01,2025-02-19 06:09:00
552250,USD,1440.55,2025-02-19 06:09:31
552251,JPY,949.01,2025-02-19 06:09:31
552261,USD,1440.55,2025-02-19 06:10:01
552262,JPY,949.01,2025-02-19 06:10:01
552272,USD,1440.55,2025-02-19 06:10:31
552273,JPY,949.01,2025-02-19 06:10:31
552283,USD,1440.55,2025-02-19 06:11:01
552284,JPY,949.01,2025-02-19 06:11:01
552294,USD,1440.55,2025-02-19 06:11:31
552295,JPY,949.01,2025-02-19 06:11:31
552305,USD,1440.55,2025-02-19 06:12:01
552306,JPY,949.01,2025-02-19 06:12:01
552316,USD,1440.55,2025-02-19 06:12:30
552317,JPY,949.01,2025-02-19 06:12:30
552327,USD,1440.55,2025-02-19 06:13:02
552328,JPY,949.01,2025-02-19 06:13:02
552338,USD,1440.55,2025-02-19 06:13:31
552339,JPY,949.01,2025-02-19 06:13:31
552349,USD,1440.55,2025-02-19 06:14:01
552350,JPY,949.01,2025-02-19 06:14:01
552360,USD,1440.55,2025-02-19 06:14:30
552361,JPY,949.01,2025-02-19 06:14:30
552371,USD,1440.55,2025-02-19 06:15:01
552372,JPY,949.01,2025-02-19 06:15:01
552382,USD,1440.55,2025-02-19 06:15:30
552383,JPY,949.01,2025-02-19 06:15:30
552393,USD,1440.55,2025-02-19 06:16:01
552394,JPY,949.01,2025-02-19 06:16:01
552404,USD,1440.55,2025-02-19 06:16:32
552405,JPY,949.01,2025-02-19 06:16:32
552415,USD,1440.55,2025-02-19 06:17:01
552416,JPY,949.01,2025-02-19 06:17:01
552426,USD,1440.55,2025-02-19 06:17:31
552427,JPY,949.01,2025-02-19 06:17:31
552437,USD,1440.55,2025-02-19 06:18:01
552438,JPY,949.01,2025-02-19 06:18:01
552448,USD,1440.55,2025-02-19 06:18:30
552449,JPY,949.01,2025-02-19 06:18:30
552459,USD,1440.55,2025-02-19 06:19:01
552460,JPY,949.01,2025-02-19 06:19:01
552470,USD,1440.55,2025-02-19 06:19:31
552471,JPY,949.01,2025-02-19 06:19:31
552481,USD,1440.55,2025-02-19 06:20:01
552482,JPY,949.01,2025-02-19 06:20:01
552492,USD,1440.55,2025-02-19 06:20:31
552493,JPY,949.01,2025-02-19 06:20:31
552503,USD,1440.55,2025-02-19 06:21:02
552504,JPY,949.01,2025-02-19 06:21:02
552514,USD,1440.55,2025-02-19 06:21:31
552515,JPY,949.01,2025-02-19 06:21:31
552525,USD,1440.55,2025-02-19 06:22:01
552526,JPY,949.01,2025-02-19 06:22:01
552536,USD,1440.55,2025-02-19 06:22:31
552537,JPY,949.01,2025-02-19 06:22:31
552547,USD,1440.55,2025-02-19 06:23:01
552548,JPY,949.01,2025-02-19 06:23:01
552558,USD,1440.55,2025-02-19 06:23:31
552559,JPY,949.01,2025-02-19 06:23:31
552569,USD,1440.55,2025-02-19 06:24:01
552570,JPY,949.01,2025-02-19 06:24:01
552580,USD,1440.55,2025-02-19 06:24:31
552581,JPY,949.01,2025-02-19 06:24:31
552591,USD,1440.55,2025-02-19 06:25:01
552592,JPY,949.01,2025-02-19 06:25:01
552602,USD,1440.55,2025-02-19 06:25:30
552603,JPY,949.01,2025-02-19 06:25:30
552613,USD,1440.55,2025-02-19 06:26:01
552614,JPY,949.01,2025-02-19 06:26:01
552624,USD,1440.55,2025-02-19 06:26:31
552625,JPY,949.01,2025-02-19 06:26:31
552635,USD,1440.55,2025-02-19 06:27:01
552636,JPY,949.01,2025-02-19 06:27:01
552646,USD,1440.55,2025-02-19 06:27:31
552647,JPY,949.01,2025-02-19 06:27:31
552657,USD,1440.55,2025-02-19 06:28:02
552658,JPY,949.01,2025-02-19 06:28:02
552668,USD,1440.55,2025-02-19 06:28:31
552669,JPY,949.01,2025-02-19 06:28:31
552679,USD,1440.55,2025-02-19 06:29:01
552680,JPY,949.01,2025-02-19 06:29:01
552690,USD,1440.55,2025-02-19 06:29:31
552691,JPY,949.01,2025-02-19 06:29:31
552701,USD,1440.55,2025-02-19 06:30:01
552702,JPY,949.01,2025-02-19 06:30:01
552712,USD,1440.55,2025-02-19 06:30:31
552713,JPY,949.01,2025-02-19 06:30:31
552723,USD,1440.55,2025-02-19 06:31:01
552724,JPY,949.01,2025-02-19 06:31:01
552734,USD,1440.55,2025-02-19 06:31:31
552735,JPY,949.01,2025-02-19 06:31:31
552745,USD,1440.55,2025-02-19 06:32:01
552746,JPY,949.01,2025-02-19 06:32:01
552756,USD,1440.55,2025-02-19 06:32:32
552757,JPY,949.01,2025-02-19 06:32:32
552767,USD,1440.55,2025-02-19 06:33:01
552768,JPY,949.01,2025-02-19 06:33:01
552778,USD,1440.55,2025-02-19 06:33:32
552779,JPY,949.01,2025-02-19 06:33:32
552789,USD,1440.55,2025-02-19 06:34:01
552790,JPY,949.01,2025-02-19 06:34:01
552800,USD,1440.55,2025-02-19 06:34:32
552801,JPY,949.01,2025-02-19 06:34:32
552811,USD,1440.55,2025-02-19 06:35:02
552812,JPY,949.01,2025-02-19 06:35:02
552822,USD,1440.55,2025-02-19 06:35:31
552823,JPY,949.01,2025-02-19 06:35:31
552833,USD,1440.55,2025-02-19 06:36:01
552834,JPY,949.01,2025-02-19 06:36:01
552844,USD,1440.55,2025-02-19 06:36:30
552845,JPY,949.01,2025-02-19 06:36:30
552855,USD,1440.55,2025-02-19 06:37:02
552856,JPY,949.01,2025-02-19 06:37:02
552866,USD,1440.55,2025-02-19 06:37:31
552867,JPY,949.01,2025-02-19 06:37:31
552877,USD,1440.55,2025-02-19 06:38:01
552878,JPY,949.01,2025-02-19 06:38:01
552888,USD,1440.55,2025-02-19 06:38:31
552889,JPY,949.01,2025-02-19 06:38:31
552899,USD,1440.55,2025-02-19 06:39:01
552900,JPY,949.01,2025-02-19 06:39:01
552910,USD,1440.55,2025-02-19 06:39:31
552911,JPY,949.01,2025-02-19 06:39:31
552921,USD,1440.55,2025-02-19 06:40:01
552922,JPY,949.01,2025-02-19 06:40:01
552932,USD,1440.55,2025-02-19 06:40:31
552933,JPY,949.01,2025-02-19 06:40:31
552943,USD,1440.55,2025-02-19 06:41:01
552944,JPY,949.01,2025-02-19 06:41:01
552954,USD,1440.55,2025-02-19 06:41:31
552955,JPY,949.01,2025-02-19 06:41:31
552965,USD,1440.55,2025-02-19 06:42:01
552966,JPY,949.01,2025-02-19 06:42:01
552976,USD,1440.55,2025-02-19 06:42:31
552977,JPY,949.01,2025-02-19 06:42:31
552987,USD,1440.55,2025-02-19 06:43:01
552988,JPY,949.01,2025-02-19 06:43:01
552998,USD,1440.55,2025-02-19 06:43:31
552999,JPY,949.01,2025-02-19 06:43:31
553009,USD,1440.55,2025-02-19 06:44:02
553010,JPY,949.01,2025-02-19 06:44:02
553020,USD,1440.55,2025-02-19 06:44:30
553021,JPY,949.01,2025-02-19 06:44:30
553031,USD,1440.55,2025-02-19 06:45:01
553032,JPY,949.01,2025-02-19 06:45:01
553042,USD,1440.55,2025-02-19 06:45:31
553043,JPY,949.01,2025-02-19 06:45:31
553053,USD,1440.55,2025-02-19 06:46:01
553054,JPY,949.01,2025-02-19 06:46:01
553064,USD,1440.55,2025-02-19 06:46:31
553065,JPY,949.01,2025-02-19 06:46:31
553075,USD,1440.55,2025-02-19 06:47:01
553076,JPY,949.01,2025-02-19 06:47:01
553086,USD,1440.55,2025-02-19 06:47:31
553087,JPY,949.01,2025-02-19 06:47:31
553097,USD,1440.55,2025-02-19 06:48:01
553098,JPY,949.01,2025-02-19 06:48:01
553108,USD,1440.55,2025-02-19 06:48:31
553109,JPY,949.01,2025-02-19 06:48:31
553119,USD,1440.55,2025-02-19 06:49:01
553120,JPY,949.01,2025-02-19 06:49:01
553130,USD,1440.55,2025-02-19 06:49:31
553131,JPY,949.01,2025-02-19 06:49:31
553141,USD,1440.55,2025-02-19 06:50:01
553142,JPY,949.01,2025-02-19 06:50:01
553152,USD,1440.55,2025-02-19 06:50:31
553153,JPY,949.01,2025-02-19 06:50:31
553163,USD,1440.55,2025-02-19 06:51:01
553164,JPY,949.01,2025-02-19 06:51:01
553174,USD,1440.55,2025-02-19 06:51:31
553175,JPY,949.01,2025-02-19 06:51:31
553185,USD,1440.55,2025-02-19 06:52:01
553186,JPY,949.01,2025-02-19 06:52:01
553196,USD,1440.55,2025-02-19 06:52:31
553197,JPY,949.01,2025-02-19 06:52:31
553207,USD,1440.55,2025-02-19 06:53:01
553208,JPY,949.01,2025-02-19 06:53:01
553218,USD,1440.55,2025-02-19 06:53:31
553219,JPY,949.01,2025-02-19 06:53:31
553229,USD,1440.55,2025-02-19 06:54:01
553230,JPY,949.01,2025-02-19 06:54:01
553240,USD,1440.55,2025-02-19 06:54:31
553241,JPY,949.01,2025-02-19 06:54:31
553251,USD,1440.55,2025-02-19 06:55:01
553252,JPY,949.01,2025-02-19 06:55:01
553262,USD,1440.55,2025-02-19 06:55:31
553263,JPY,949.01,2025-02-19 06:55:31
553273,USD,1440.55,2025-02-19 06:56:01
553274,JPY,949.01,2025-02-19 06:56:01
553284,USD,1440.55,2025-02-19 06:56:31
553285,JPY,949.01,2025-02-19 06:56:31
553295,USD,1440.55,2025-02-19 06:57:01
553296,JPY,949.01,2025-02-19 06:57:01
553306,USD,1440.55,2025-02-19 06:57:31
553307,JPY,949.01,2025-02-19 06:57:31
553317,USD,1440.55,2025-02-19 06:58:01
553318,JPY,949.01,2025-02-19 06:58:01
553328,USD,1440.55,2025-02-19 06:58:31
553329,JPY,949.01,2025-02-19 06:58:31
553339,USD,1440.55,2025-02-19 06:59:01
553340,JPY,949.01,2025-02-19 06:59:01
553350,USD,1440.55,2025-02-19 06:59:31
553351,JPY,949.01,2025-02-19 06:59:31
553361,USD,1440.55,2025-02-19 07:00:01
553362,JPY,949.01,2025-02-19 07:00:01
553372,USD,1440.55,2025-02-19 07:00:31
553373,JPY,949.01,2025-02-19 07:00:31
553383,USD,1440.55,2025-02-19 07:01:01
553384,JPY,949.01,2025-02-19 07:01:01
553394,USD,1440.55,2025-02-19 07:01:31
553395,JPY,949.01,2025-02-19 07:01:31
553405,USD,1440.55,2025-02-19 07:02:01
553406,JPY,949.01,2025-02-19 07:02:01
553416,USD,1440.55,2025-02-19 07:02:31
553417,JPY,949.01,2025-02-19 07:02:31
553427,USD,1440.55,2025-02-19 07:03:01
553428,JPY,949.01,2025-02-19 07:03:01
553438,USD,1440.55,2025-02-19 07:03:31
553439,JPY,949.01,2025-02-19 07:03:31
553449,USD,1440.55,2025-02-19 07:04:01
553450,JPY,949.01,2025-02-19 07:04:01
553460,USD,1440.55,2025-02-19 07:04:31
553461,JPY,949.01,2025-02-19 07:04:31
553471,USD,1440.55,2025-02-19 07:05:02
553472,JPY,949.01,2025-02-19 07:05:02
553482,USD,1440.55,2025-02-19 07:05:31
553483,JPY,949.01,2025-02-19 07:05:31
553493,USD,1440.55,2025-02-19 07:06:01
553494,JPY,949.01,2025-02-19 07:06:01
553504,USD,1440.55,2025-02-19 07:06:30
553505,JPY,949.01,2025-02-19 07:06:30
553515,USD,1440.55,2025-02-19 07:07:02
553516,JPY,949.01,2025-02-19 07:07:02
553526,USD,1440.55,2025-02-19 07:07:30
553527,JPY,949.01,2025-02-19 07:07:30
553537,USD,1440.55,2025-02-19 07:08:01
553538,JPY,949.01,2025-02-19 07:08:01
553548,USD,1440.55,2025-02-19 07:08:31
553549,JPY,949.01,2025-02-19 07:08:31
553559,USD,1440.55,2025-02-19 07:09:01
553560,JPY,949.01,2025-02-19 07:09:01
553570,USD,1440.55,2025-02-19 07:09:31
553571,JPY,949.01,2025-02-19 07:09:31
553581,USD,1440.55,2025-02-19 07:10:01
553582,JPY,949.01,2025-02-19 07:10:01
553592,USD,1440.55,2025-02-19 07:10:31
553593,JPY,949.01,2025-02-19 07:10:31
553603,USD,1440.55,2025-02-19 07:11:01
553604,JPY,949.01,2025-02-19 07:11:01
553614,USD,1440.55,2025-02-19 07:11:31
553615,JPY,949.01,2025-02-19 07:11:31
553625,USD,1440.55,2025-02-19 07:12:01
553626,JPY,949.01,2025-02-19 07:12:01
553636,USD,1440.55,2025-02-19 07:12:31
553637,JPY,949.01,2025-02-19 07:12:31
553647,USD,1440.55,2025-02-19 07:13:01
553648,JPY,949.01,2025-02-19 07:13:01
553658,USD,1440.55,2025-02-19 07:13:30
553659,JPY,949.01,2025-02-19 07:13:30
553669,USD,1440.55,2025-02-19 07:14:02
553670,JPY,949.01,2025-02-19 07:14:02
553680,USD,1440.55,2025-02-19 07:14:31
553681,JPY,949.01,2025-02-19 07:14:31
553691,USD,1440.55,2025-02-19 07:15:02
553692,JPY,949.01,2025-02-19 07:15:02
553702,USD,1440.55,2025-02-19 07:15:31
553703,JPY,949.01,2025-02-19 07:15:31
553713,USD,1440.55,2025-02-19 07:16:01
553714,JPY,949.01,2025-02-19 07:16:01
553724,USD,1440.55,2025-02-19 07:16:30
553725,JPY,949.01,2025-02-19 07:16:30
553735,USD,1440.55,2025-02-19 07:17:02
553736,JPY,949.01,2025-02-19 07:17:02
553746,USD,1440.55,2025-02-19 07:17:30
553747,JPY,949.01,2025-02-19 07:17:30
553757,USD,1440.55,2025-02-19 07:18:01
553758,JPY,949.01,2025-02-19 07:18:01
553768,USD,1440.55,2025-02-19 07:18:30
553769,JPY,949.01,2025-02-19 07:18:30
553779,USD,1440.55,2025-02-19 07:19:01
553780,JPY,949.01,2025-02-19 07:19:01
553790,USD,1440.55,2025-02-19 07:19:30
553791,JPY,949.01,2025-02-19 07:19:30
553801,USD,1440.55,2025-02-19 07:20:01
553802,JPY,949.01,2025-02-19 07:20:01
553812,USD,1440.55,2025-02-19 07:20:31
553813,JPY,949.01,2025-02-19 07:20:31
553823,USD,1440.55,2025-02-19 07:21:01
553824,JPY,949.01,2025-02-19 07:21:01
553834,USD,1440.55,2025-02-19 07:21:31
553835,JPY,949.01,2025-02-19 07:21:31
553845,USD,1440.55,2025-02-19 07:22:01
553846,JPY,949.01,2025-02-19 07:22:01
553856,USD,1440.55,2025-02-19 07:22:31
553857,JPY,949.01,2025-02-19 07:22:31
553867,USD,1440.55,2025-02-19 07:23:01
553868,JPY,949.01,2025-02-19 07:23:01
553878,USD,1440.55,2025-02-19 07:23:31
553879,JPY,949.01,2025-02-19 07:23:31
553889,USD,1440.55,2025-02-19 07:24:01
553890,JPY,949.01,2025-02-19 07:24:01
553900,USD,1440.55,2025-02-19 07:24:31
553901,JPY,949.01,2025-02-19 07:24:31
553911,USD,1440.55,2025-02-19 07:25:01
553912,JPY,949.01,2025-02-19 07:25:01
553922,USD,1440.55,2025-02-19 07:25:30
553923,JPY,949.01,2025-02-19 07:25:30
553933,USD,1440.55,2025-02-19 07:26:02
553934,JPY,949.01,2025-02-19 07:26:02
553944,USD,1440.55,2025-02-19 07:26:30
553945,JPY,949.01,2025-02-19 07:26:30
