,currencyCode,basePrice,createdAt
303540,USD,1453.05,2025-02-11 09:35:00
303541,JPY,956.86,2025-02-11 09:35:00
303551,USD,1453.15,2025-02-11 09:35:31
303552,JPY,956.91,2025-02-11 09:35:31
303562,USD,1453.05,2025-02-11 09:36:01
303563,JPY,956.98,2025-02-11 09:36:01
303573,USD,1453.05,2025-02-11 09:36:31
303574,JPY,957.11,2025-02-11 09:36:31
303584,USD,1452.95,2025-02-11 09:37:01
303585,JPY,957.11,2025-02-11 09:37:01
303595,USD,1452.95,2025-02-11 09:37:32
303596,JPY,956.97,2025-02-11 09:37:32
303606,USD,1452.6,2025-02-11 09:38:01
303607,JPY,956.9,2025-02-11 09:38:01
303617,USD,1452.65,2025-02-11 09:38:31
303618,JPY,956.9,2025-02-11 09:38:31
303628,USD,1452.65,2025-02-11 09:39:01
303629,JPY,956.92,2025-02-11 09:39:01
303639,USD,1452.65,2025-02-11 09:39:31
303640,JPY,956.89,2025-02-11 09:39:31
303650,USD,1452.65,2025-02-11 09:40:01
303651,JPY,956.92,2025-02-11 09:40:01
303661,USD,1452.65,2025-02-11 09:40:31
303662,JPY,956.91,2025-02-11 09:40:31
303672,USD,1452.65,2025-02-11 09:41:01
303673,JPY,956.84,2025-02-11 09:41:01
303683,USD,1452.85,2025-02-11 09:41:31
303684,JPY,956.97,2025-02-11 09:41:31
303694,USD,1452.85,2025-02-11 09:42:01
303695,JPY,956.97,2025-02-11 09:42:01
303705,USD,1452.85,2025-02-11 09:42:31
303706,JPY,956.97,2025-02-11 09:42:31
303716,USD,1453.0,2025-02-11 09:43:00
303717,JPY,957.05,2025-02-11 09:43:00
303727,USD,1452.85,2025-02-11 09:43:31
303728,JPY,957.01,2025-02-11 09:43:31
303738,USD,1452.95,2025-02-11 09:44:01
303739,JPY,957.08,2025-02-11 09:44:01
303749,USD,1452.9,2025-02-11 09:44:31
303750,JPY,957.03,2025-02-11 09:44:31
303760,USD,1452.95,2025-02-11 09:45:00
303761,JPY,957.28,2025-02-11 09:45:00
303771,USD,1452.95,2025-02-11 09:45:31
303772,JPY,957.23,2025-02-11 09:45:31
303782,USD,1453.05,2025-02-11 09:46:01
303783,JPY,957.27,2025-02-11 09:46:01
303793,USD,1452.95,2025-02-11 09:46:31
303794,JPY,957.28,2025-02-11 09:46:31
303804,USD,1453.15,2025-02-11 09:47:01
303805,JPY,957.35,2025-02-11 09:47:01
303815,USD,1453.1,2025-02-11 09:47:31
303816,JPY,957.31,2025-02-11 09:47:31
303826,USD,1453.05,2025-02-11 09:48:01
303827,JPY,957.15,2025-02-11 09:48:01
303837,USD,1453.05,2025-02-11 09:48:31
303838,JPY,957.18,2025-02-11 09:48:31
303848,USD,1453.05,2025-02-11 09:49:01
303849,JPY,957.18,2025-02-11 09:49:01
303859,USD,1453.05,2025-02-11 09:49:31
303860,JPY,957.15,2025-02-11 09:49:31
303870,USD,1453.05,2025-02-11 09:50:00
303871,JPY,957.36,2025-02-11 09:50:00
303881,USD,1452.95,2025-02-11 09:50:31
303882,JPY,957.38,2025-02-11 09:50:31
303892,USD,1453.05,2025-02-11 09:51:01
303893,JPY,957.52,2025-02-11 09:51:01
303903,USD,1453.05,2025-02-11 09:51:31
303904,JPY,957.43,2025-02-11 09:51:31
303914,USD,1453.05,2025-02-11 09:52:00
303915,JPY,957.38,2025-02-11 09:52:00
303925,USD,1453.15,2025-02-11 09:52:31
303926,JPY,957.37,2025-02-11 09:52:31
303936,USD,1453.05,2025-02-11 09:53:01
303937,JPY,957.49,2025-02-11 09:53:01
303947,USD,1452.95,2025-02-11 09:53:31
303948,JPY,957.36,2025-02-11 09:53:31
303958,USD,1452.95,2025-02-11 09:54:01
303959,JPY,957.34,2025-02-11 09:54:01
303969,USD,1453.05,2025-02-11 09:54:30
303970,JPY,957.07,2025-02-11 09:54:30
303980,USD,1452.95,2025-02-11 09:55:01
303981,JPY,957.36,2025-02-11 09:55:01
303991,USD,1452.95,2025-02-11 09:55:31
303992,JPY,957.0,2025-02-11 09:55:31
304002,USD,1452.95,2025-02-11 09:56:01
304003,JPY,957.14,2025-02-11 09:56:01
304013,USD,1452.85,2025-02-11 09:56:30
304014,JPY,957.03,2025-02-11 09:56:30
304024,USD,1452.8,2025-02-11 09:57:01
304025,JPY,956.86,2025-02-11 09:57:01
304035,USD,1452.75,2025-02-11 09:57:31
304036,JPY,956.87,2025-02-11 09:57:31
304046,USD,1452.85,2025-02-11 09:58:01
304047,JPY,956.83,2025-02-11 09:58:01
304057,USD,1452.85,2025-02-11 09:58:31
304058,JPY,956.89,2025-02-11 09:58:31
304068,USD,1452.85,2025-02-11 09:59:01
304069,JPY,956.86,2025-02-11 09:59:01
304079,USD,1452.85,2025-02-11 09:59:31
304080,JPY,956.91,2025-02-11 09:59:31
304090,USD,1452.85,2025-02-11 10:00:01
304091,JPY,957.0,2025-02-11 10:00:01
304101,USD,1452.95,2025-02-11 10:00:31
304102,JPY,957.0,2025-02-11 10:00:31
304112,USD,1452.95,2025-02-11 10:01:01
304113,JPY,956.98,2025-02-11 10:01:01
304123,USD,1452.95,2025-02-11 10:01:30
304124,JPY,956.94,2025-02-11 10:01:30
304134,USD,1452.85,2025-02-11 10:02:01
304135,JPY,956.99,2025-02-11 10:02:01
304145,USD,1452.65,2025-02-11 10:02:31
304146,JPY,956.57,2025-02-11 10:02:31
304156,USD,1452.75,2025-02-11 10:03:01
304157,JPY,956.6,2025-02-11 10:03:01
304167,USD,1453.05,2025-02-11 10:03:31
304168,JPY,956.65,2025-02-11 10:03:31
304178,USD,1452.85,2025-02-11 10:04:01
304179,JPY,956.6,2025-02-11 10:04:01
304189,USD,1452.8,2025-02-11 10:04:31
304190,JPY,956.57,2025-02-11 10:04:31
304200,USD,1453.0,2025-02-11 10:05:01
304201,JPY,956.75,2025-02-11 10:05:01
304211,USD,1452.8,2025-02-11 10:05:31
304212,JPY,956.61,2025-02-11 10:05:31
304222,USD,1452.65,2025-02-11 10:06:01
304223,JPY,956.6,2025-02-11 10:06:01
304233,USD,1452.5,2025-02-11 10:06:31
304234,JPY,956.63,2025-02-11 10:06:31
304244,USD,1452.55,2025-02-11 10:07:01
304245,JPY,956.68,2025-02-11 10:07:01
304255,USD,1452.7,2025-02-11 10:07:30
304256,JPY,956.62,2025-02-11 10:07:30
304266,USD,1452.55,2025-02-11 10:08:01
304267,JPY,956.48,2025-02-11 10:08:01
304277,USD,1452.55,2025-02-11 10:08:31
304278,JPY,956.45,2025-02-11 10:08:31
304288,USD,1452.45,2025-02-11 10:09:01
304289,JPY,956.29,2025-02-11 10:09:01
304299,USD,1452.6,2025-02-11 10:09:31
304300,JPY,956.36,2025-02-11 10:09:31
304310,USD,1452.45,2025-02-11 10:10:01
304311,JPY,956.32,2025-02-11 10:10:01
304321,USD,1452.45,2025-02-11 10:10:31
304322,JPY,956.23,2025-02-11 10:10:31
304332,USD,1452.75,2025-02-11 10:11:01
304333,JPY,956.38,2025-02-11 10:11:01
304343,USD,1452.65,2025-02-11 10:11:31
304344,JPY,956.39,2025-02-11 10:11:31
304354,USD,1452.75,2025-02-11 10:12:01
304355,JPY,956.45,2025-02-11 10:12:01
304365,USD,1452.75,2025-02-11 10:12:31
304366,JPY,956.5,2025-02-11 10:12:31
304376,USD,1452.65,2025-02-11 10:13:01
304377,JPY,956.46,2025-02-11 10:13:01
304387,USD,1452.65,2025-02-11 10:13:31
304388,JPY,956.46,2025-02-11 10:13:31
304398,USD,1452.75,2025-02-11 10:14:01
304399,JPY,956.62,2025-02-11 10:14:01
304409,USD,1452.65,2025-02-11 10:14:31
304410,JPY,956.51,2025-02-11 10:14:31
304420,USD,1452.65,2025-02-11 10:15:01
304421,JPY,956.4,2025-02-11 10:15:01
304431,USD,1452.65,2025-02-11 10:15:31
304432,JPY,956.34,2025-02-11 10:15:31
304442,USD,1452.75,2025-02-11 10:16:01
304443,JPY,956.38,2025-02-11 10:16:01
304453,USD,1453.1,2025-02-11 10:16:31
304454,JPY,956.47,2025-02-11 10:16:31
304464,USD,1453.15,2025-02-11 10:17:01
304465,JPY,956.56,2025-02-11 10:17:01
304475,USD,1453.1,2025-02-11 10:17:30
304476,JPY,956.38,2025-02-11 10:17:30
304486,USD,1453.05,2025-02-11 10:18:01
304487,JPY,956.33,2025-02-11 10:18:01
304497,USD,1453.0,2025-02-11 10:18:31
304498,JPY,956.35,2025-02-11 10:18:31
304508,USD,1453.05,2025-02-11 10:19:02
304509,JPY,956.46,2025-02-11 10:19:02
304519,USD,1452.95,2025-02-11 10:19:31
304520,JPY,956.41,2025-02-11 10:19:31
304530,USD,1453.0,2025-02-11 10:20:01
304531,JPY,956.52,2025-02-11 10:20:01
304541,USD,1452.95,2025-02-11 10:20:31
304542,JPY,956.48,2025-02-11 10:20:31
304552,USD,1452.85,2025-02-11 10:21:01
304553,JPY,956.33,2025-02-11 10:21:01
304563,USD,1453.0,2025-02-11 10:21:31
304564,JPY,956.29,2025-02-11 10:21:31
304574,USD,1453.05,2025-02-11 10:22:01
304575,JPY,956.24,2025-02-11 10:22:01
304585,USD,1453.4,2025-02-11 10:22:31
304586,JPY,956.37,2025-02-11 10:22:31
304596,USD,1453.5,2025-02-11 10:23:01
304597,JPY,956.38,2025-02-11 10:23:01
304607,USD,1453.55,2025-02-11 10:23:31
304608,JPY,956.3,2025-02-11 10:23:31
304618,USD,1453.4,2025-02-11 10:24:01
304619,JPY,956.16,2025-02-11 10:24:01
304629,USD,1453.45,2025-02-11 10:24:31
304630,JPY,956.25,2025-02-11 10:24:31
304640,USD,1453.45,2025-02-11 10:25:01
304641,JPY,956.11,2025-02-11 10:25:01
304651,USD,1453.65,2025-02-11 10:25:31
304652,JPY,956.19,2025-02-11 10:25:31
304662,USD,1453.55,2025-02-11 10:26:01
304663,JPY,956.19,2025-02-11 10:26:01
304673,USD,1453.6,2025-02-11 10:26:31
304674,JPY,956.17,2025-02-11 10:26:31
304684,USD,1453.75,2025-02-11 10:27:01
304685,JPY,956.12,2025-02-11 10:27:01
304695,USD,1453.65,2025-02-11 10:27:31
304696,JPY,956.11,2025-02-11 10:27:31
304706,USD,1453.65,2025-02-11 10:28:01
304707,JPY,956.18,2025-02-11 10:28:01
304717,USD,1453.6,2025-02-11 10:28:30
304718,JPY,956.16,2025-02-11 10:28:30
304728,USD,1453.65,2025-02-11 10:29:02
304729,JPY,956.18,2025-02-11 10:29:02
304739,USD,1453.7,2025-02-11 10:29:31
304740,JPY,956.27,2025-02-11 10:29:31
304750,USD,1453.95,2025-02-11 10:30:01
304751,JPY,956.47,2025-02-11 10:30:01
304761,USD,1453.85,2025-02-11 10:30:30
304762,JPY,956.38,2025-02-11 10:30:30
304772,USD,1453.85,2025-02-11 10:31:01
304773,JPY,956.41,2025-02-11 10:31:01
304783,USD,1453.95,2025-02-11 10:31:31
304784,JPY,956.57,2025-02-11 10:31:31
304794,USD,1453.85,2025-02-11 10:32:00
304795,JPY,956.49,2025-02-11 10:32:00
304805,USD,1453.85,2025-02-11 10:32:31
304806,JPY,956.59,2025-02-11 10:32:31
304816,USD,1453.75,2025-02-11 10:33:01
304817,JPY,956.54,2025-02-11 10:33:01
304827,USD,1454.05,2025-02-11 10:33:31
304828,JPY,956.63,2025-02-11 10:33:31
304838,USD,1454.05,2025-02-11 10:34:01
304839,JPY,956.61,2025-02-11 10:34:01
304849,USD,1453.85,2025-02-11 10:34:31
304850,JPY,956.53,2025-02-11 10:34:31
304860,USD,1453.9,2025-02-11 10:35:01
304861,JPY,956.58,2025-02-11 10:35:01
304871,USD,1454.05,2025-02-11 10:35:31
304872,JPY,956.6,2025-02-11 10:35:31
304882,USD,1453.85,2025-02-11 10:36:01
304883,JPY,956.52,2025-02-11 10:36:01
304893,USD,1454.1,2025-02-11 10:36:31
304894,JPY,956.63,2025-02-11 10:36:31
304904,USD,1454.05,2025-02-11 10:37:01
304905,JPY,956.59,2025-02-11 10:37:01
304915,USD,1454.3,2025-02-11 10:37:31
304916,JPY,956.77,2025-02-11 10:37:31
304926,USD,1454.2,2025-02-11 10:38:01
304927,JPY,956.75,2025-02-11 10:38:01
304937,USD,1453.95,2025-02-11 10:38:31
304938,JPY,956.63,2025-02-11 10:38:31
304948,USD,1453.95,2025-02-11 10:39:01
304949,JPY,956.62,2025-02-11 10:39:01
304959,USD,1453.85,2025-02-11 10:39:31
304960,JPY,956.59,2025-02-11 10:39:31
304970,USD,1453.95,2025-02-11 10:40:01
304971,JPY,956.64,2025-02-11 10:40:01
304981,USD,1453.75,2025-02-11 10:40:30
304982,JPY,956.63,2025-02-11 10:40:30
304992,USD,1453.9,2025-02-11 10:41:01
304993,JPY,956.71,2025-02-11 10:41:01
305003,USD,1453.75,2025-02-11 10:41:31
305004,JPY,956.69,2025-02-11 10:41:31
305014,USD,1453.75,2025-02-11 10:42:01
305015,JPY,956.76,2025-02-11 10:42:01
305025,USD,1453.75,2025-02-11 10:42:31
305026,JPY,956.69,2025-02-11 10:42:31
305036,USD,1453.85,2025-02-11 10:43:02
305037,JPY,956.82,2025-02-11 10:43:02
305047,USD,1453.8,2025-02-11 10:43:31
305048,JPY,956.73,2025-02-11 10:43:31
305058,USD,1453.8,2025-02-11 10:44:01
305059,JPY,956.78,2025-02-11 10:44:01
305069,USD,1453.75,2025-02-11 10:44:31
305070,JPY,956.74,2025-02-11 10:44:31
305080,USD,1453.7,2025-02-11 10:45:00
305081,JPY,956.75,2025-02-11 10:45:00
305091,USD,1453.75,2025-02-11 10:45:32
305092,JPY,956.67,2025-02-11 10:45:32
305102,USD,1453.65,2025-02-11 10:46:01
305103,JPY,956.62,2025-02-11 10:46:01
305113,USD,1453.65,2025-02-11 10:46:31
305114,JPY,956.62,2025-02-11 10:46:31
305124,USD,1453.6,2025-02-11 10:47:01
305125,JPY,956.53,2025-02-11 10:47:01
305135,USD,1453.65,2025-02-11 10:47:31
305136,JPY,956.62,2025-02-11 10:47:31
305146,USD,1453.55,2025-02-11 10:48:01
305147,JPY,956.42,2025-02-11 10:48:01
305157,USD,1453.65,2025-02-11 10:48:31
305158,JPY,956.43,2025-02-11 10:48:31
305168,USD,1453.55,2025-02-11 10:49:01
305169,JPY,956.35,2025-02-11 10:49:01
305179,USD,1453.55,2025-02-11 10:49:31
305180,JPY,956.48,2025-02-11 10:49:31
305190,USD,1453.65,2025-02-11 10:50:01
305191,JPY,956.5,2025-02-11 10:50:01
305201,USD,1453.75,2025-02-11 10:50:31
305202,JPY,956.57,2025-02-11 10:50:31
305212,USD,1453.65,2025-02-11 10:51:00
305213,JPY,956.48,2025-02-11 10:51:00
305223,USD,1453.65,2025-02-11 10:51:31
305224,JPY,956.56,2025-02-11 10:51:31
305234,USD,1453.65,2025-02-11 10:52:01
305235,JPY,956.53,2025-02-11 10:52:01
305245,USD,1453.55,2025-02-11 10:52:31
305246,JPY,956.46,2025-02-11 10:52:31
305256,USD,1453.55,2025-02-11 10:53:01
305257,JPY,956.47,2025-02-11 10:53:01
305267,USD,1453.6,2025-02-11 10:53:31
305268,JPY,956.52,2025-02-11 10:53:31
305278,USD,1453.65,2025-02-11 10:54:01
305279,JPY,956.48,2025-02-11 10:54:01
305289,USD,1453.65,2025-02-11 10:54:30
305290,JPY,956.5,2025-02-11 10:54:30
305300,USD,1453.8,2025-02-11 10:55:01
305301,JPY,956.57,2025-02-11 10:55:01
305311,USD,1453.7,2025-02-11 10:55:31
305312,JPY,956.47,2025-02-11 10:55:31
305322,USD,1453.55,2025-02-11 10:56:01
305323,JPY,956.41,2025-02-11 10:56:01
305333,USD,1453.65,2025-02-11 10:56:30
305334,JPY,956.56,2025-02-11 10:56:30
305344,USD,1453.6,2025-02-11 10:57:01
305345,JPY,956.53,2025-02-11 10:57:01
305355,USD,1453.55,2025-02-11 10:57:31
305356,JPY,956.49,2025-02-11 10:57:31
305366,USD,1453.45,2025-02-11 10:58:01
305367,JPY,956.38,2025-02-11 10:58:01
305377,USD,1453.55,2025-02-11 10:58:31
305378,JPY,956.27,2025-02-11 10:58:31
305388,USD,1453.55,2025-02-11 10:59:00
305389,JPY,956.2,2025-02-11 10:59:00
305399,USD,1453.45,2025-02-11 10:59:31
305400,JPY,956.07,2025-02-11 10:59:31
305410,USD,1453.55,2025-02-11 11:00:01
305411,JPY,956.13,2025-02-11 11:00:01
305421,USD,1453.55,2025-02-11 11:00:31
305422,JPY,956.19,2025-02-11 11:00:31
305432,USD,1453.5,2025-02-11 11:01:01
305433,JPY,956.12,2025-02-11 11:01:01
305443,USD,1453.45,2025-02-11 11:01:31
305444,JPY,956.09,2025-02-11 11:01:31
305454,USD,1453.55,2025-02-11 11:02:00
305455,JPY,956.18,2025-02-11 11:02:00
305465,USD,1453.45,2025-02-11 11:02:31
305466,JPY,956.16,2025-02-11 11:02:31
305476,USD,1453.5,2025-02-11 11:03:01
305477,JPY,956.24,2025-02-11 11:03:01
305487,USD,1453.55,2025-02-11 11:03:31
305488,JPY,956.34,2025-02-11 11:03:31
305498,USD,1453.55,2025-02-11 11:04:01
305499,JPY,956.38,2025-02-11 11:04:01
305509,USD,1453.45,2025-02-11 11:04:31
305510,JPY,956.26,2025-02-11 11:04:31
305520,USD,1453.15,2025-02-11 11:05:01
305521,JPY,956.02,2025-02-11 11:05:01
305531,USD,1453.05,2025-02-11 11:05:31
305532,JPY,956.06,2025-02-11 11:05:31
305542,USD,1453.1,2025-02-11 11:06:01
305543,JPY,956.18,2025-02-11 11:06:01
305553,USD,1453.0,2025-02-11 11:06:30
305554,JPY,956.07,2025-02-11 11:06:30
305564,USD,1453.05,2025-02-11 11:07:01
305565,JPY,956.1,2025-02-11 11:07:01
305575,USD,1453.15,2025-02-11 11:07:31
305576,JPY,956.1,2025-02-11 11:07:31
305586,USD,1453.15,2025-02-11 11:08:01
305587,JPY,956.02,2025-02-11 11:08:01
305597,USD,1453.15,2025-02-11 11:08:31
305598,JPY,956.02,2025-02-11 11:08:31
305608,USD,1453.3,2025-02-11 11:09:01
305609,JPY,956.03,2025-02-11 11:09:01
305619,USD,1453.45,2025-02-11 11:09:31
305620,JPY,956.14,2025-02-11 11:09:31
305630,USD,1453.55,2025-02-11 11:10:01
305631,JPY,956.31,2025-02-11 11:10:01
305641,USD,1453.45,2025-02-11 11:10:31
305642,JPY,956.22,2025-02-11 11:10:31
305652,USD,1453.45,2025-02-11 11:11:01
305653,JPY,956.19,2025-02-11 11:11:01
305663,USD,1453.65,2025-02-11 11:11:31
305664,JPY,956.33,2025-02-11 11:11:31
305674,USD,1453.6,2025-02-11 11:12:01
305675,JPY,956.29,2025-02-11 11:12:01
305685,USD,1453.55,2025-02-11 11:12:31
305686,JPY,956.12,2025-02-11 11:12:31
305696,USD,1453.65,2025-02-11 11:13:01
305697,JPY,956.18,2025-02-11 11:13:01
305707,USD,1453.65,2025-02-11 11:13:31
305708,JPY,956.2,2025-02-11 11:13:31
305718,USD,1453.65,2025-02-11 11:14:01
305719,JPY,956.17,2025-02-11 11:14:01
305729,USD,1453.65,2025-02-11 11:14:31
305730,JPY,956.18,2025-02-11 11:14:31
305740,USD,1453.95,2025-02-11 11:15:01
305741,JPY,956.37,2025-02-11 11:15:01
305751,USD,1454.05,2025-02-11 11:15:31
305752,JPY,956.38,2025-02-11 11:15:31
305762,USD,1454.0,2025-02-11 11:16:01
305763,JPY,956.42,2025-02-11 11:16:01
305773,USD,1453.95,2025-02-11 11:16:31
305774,JPY,956.31,2025-02-11 11:16:31
305784,USD,1454.05,2025-02-11 11:17:01
305785,JPY,956.43,2025-02-11 11:17:01
305795,USD,1454.15,2025-02-11 11:17:31
305796,JPY,956.47,2025-02-11 11:17:31
305806,USD,1454.45,2025-02-11 11:18:01
305807,JPY,956.72,2025-02-11 11:18:01
305817,USD,1454.7,2025-02-11 11:18:31
305818,JPY,956.81,2025-02-11 11:18:31
305828,USD,1454.55,2025-02-11 11:19:01
305829,JPY,956.9,2025-02-11 11:19:01
305839,USD,1454.45,2025-02-11 11:19:31
305840,JPY,956.82,2025-02-11 11:19:31
305850,USD,1454.3,2025-02-11 11:20:02
305851,JPY,956.7,2025-02-11 11:20:02
305861,USD,1454.2,2025-02-11 11:20:31
305862,JPY,956.71,2025-02-11 11:20:31
305872,USD,1454.25,2025-02-11 11:21:01
305873,JPY,956.86,2025-02-11 11:21:01
305883,USD,1454.35,2025-02-11 11:21:31
305884,JPY,956.87,2025-02-11 11:21:31
305894,USD,1454.45,2025-02-11 11:22:02
305895,JPY,956.9,2025-02-11 11:22:02
305905,USD,1454.35,2025-02-11 11:22:31
305906,JPY,956.94,2025-02-11 11:22:31
305916,USD,1454.35,2025-02-11 11:23:02
305917,JPY,956.94,2025-02-11 11:23:02
305927,USD,1454.15,2025-02-11 11:23:31
305928,JPY,956.98,2025-02-11 11:23:31
305938,USD,1454.15,2025-02-11 11:24:01
305939,JPY,956.92,2025-02-11 11:24:01
305949,USD,1454.15,2025-02-11 11:24:30
305950,JPY,956.89,2025-02-11 11:24:30
305960,USD,1454.15,2025-02-11 11:25:01
305961,JPY,956.82,2025-02-11 11:25:01
305971,USD,1454.05,2025-02-11 11:25:31
305972,JPY,956.96,2025-02-11 11:25:31
305982,USD,1454.0,2025-02-11 11:26:01
305983,JPY,956.93,2025-02-11 11:26:01
305993,USD,1453.9,2025-02-11 11:26:31
305994,JPY,956.86,2025-02-11 11:26:31
306004,USD,1453.85,2025-02-11 11:27:00
306005,JPY,956.71,2025-02-11 11:27:00
306015,USD,1453.75,2025-02-11 11:27:31
306016,JPY,956.62,2025-02-11 11:27:31
306026,USD,1453.85,2025-02-11 11:28:01
306027,JPY,956.77,2025-02-11 11:28:01
306037,USD,1453.85,2025-02-11 11:28:31
306038,JPY,956.75,2025-02-11 11:28:31
306048,USD,1453.85,2025-02-11 11:29:00
306049,JPY,956.75,2025-02-11 11:29:00
306059,USD,1453.85,2025-02-11 11:29:31
306060,JPY,956.7,2025-02-11 11:29:31
306070,USD,1453.95,2025-02-11 11:30:01
306071,JPY,956.69,2025-02-11 11:30:01
306081,USD,1453.85,2025-02-11 11:30:31
306082,JPY,956.76,2025-02-11 11:30:31
306092,USD,1453.85,2025-02-11 11:31:01
306093,JPY,956.81,2025-02-11 11:31:01
306103,USD,1453.95,2025-02-11 11:31:31
306104,JPY,956.95,2025-02-11 11:31:31
306114,USD,1454.0,2025-02-11 11:32:01
306115,JPY,956.94,2025-02-11 11:32:01
306125,USD,1453.95,2025-02-11 11:32:31
306126,JPY,956.89,2025-02-11 11:32:31
306136,USD,1454.0,2025-02-11 11:33:01
306137,JPY,956.93,2025-02-11 11:33:01
306147,USD,1454.05,2025-02-11 11:33:31
306148,JPY,956.97,2025-02-11 11:33:31
306158,USD,1454.05,2025-02-11 11:34:01
306159,JPY,956.88,2025-02-11 11:34:01
306169,USD,1454.05,2025-02-11 11:34:31
306170,JPY,956.87,2025-02-11 11:34:31
306180,USD,1454.05,2025-02-11 11:35:01
306181,JPY,956.88,2025-02-11 11:35:01
306191,USD,1453.95,2025-02-11 11:35:31
306192,JPY,956.82,2025-02-11 11:35:31
306202,USD,1453.9,2025-02-11 11:36:01
306203,JPY,956.79,2025-02-11 11:36:01
306213,USD,1453.95,2025-02-11 11:36:31
306214,JPY,956.86,2025-02-11 11:36:31
306224,USD,1453.85,2025-02-11 11:37:01
306225,JPY,956.84,2025-02-11 11:37:01
306235,USD,1453.95,2025-02-11 11:37:31
306236,JPY,956.88,2025-02-11 11:37:31
306246,USD,1453.95,2025-02-11 11:38:01
306247,JPY,956.87,2025-02-11 11:38:01
306257,USD,1453.95,2025-02-11 11:38:30
306258,JPY,956.88,2025-02-11 11:38:30
306268,USD,1454.0,2025-02-11 11:39:01
306269,JPY,956.87,2025-02-11 11:39:01
306279,USD,1454.0,2025-02-11 11:39:31
306280,JPY,956.78,2025-02-11 11:39:31
306290,USD,1454.05,2025-02-11 11:40:01
306291,JPY,956.82,2025-02-11 11:40:01
306301,USD,1454.05,2025-02-11 11:40:31
306302,JPY,956.87,2025-02-11 11:40:31
306312,USD,1454.1,2025-02-11 11:41:00
306313,JPY,956.76,2025-02-11 11:41:00
306323,USD,1454.15,2025-02-11 11:41:31
306324,JPY,956.84,2025-02-11 11:41:31
306334,USD,1454.15,2025-02-11 11:42:01
306335,JPY,956.83,2025-02-11 11:42:01
306345,USD,1454.05,2025-02-11 11:42:31
306346,JPY,956.83,2025-02-11 11:42:31
306356,USD,1454.05,2025-02-11 11:43:01
306357,JPY,956.81,2025-02-11 11:43:01
306367,USD,1454.15,2025-02-11 11:43:30
306368,JPY,956.86,2025-02-11 11:43:30
306378,USD,1454.15,2025-02-11 11:44:01
306379,JPY,956.87,2025-02-11 11:44:01
306389,USD,1454.25,2025-02-11 11:44:31
306390,JPY,956.86,2025-02-11 11:44:31
306400,USD,1454.15,2025-02-11 11:45:01
306401,JPY,956.78,2025-02-11 11:45:01
306411,USD,1454.15,2025-02-11 11:45:31
306412,JPY,956.79,2025-02-11 11:45:31
306422,USD,1454.15,2025-02-11 11:46:01
306423,JPY,956.81,2025-02-11 11:46:01
306433,USD,1454.1,2025-02-11 11:46:31
306434,JPY,956.81,2025-02-11 11:46:31
306444,USD,1454.05,2025-02-11 11:47:01
306445,JPY,956.92,2025-02-11 11:47:01
306455,USD,1454.05,2025-02-11 11:47:31
306456,JPY,956.95,2025-02-11 11:47:31
306466,USD,1454.15,2025-02-11 11:48:02
306467,JPY,957.01,2025-02-11 11:48:02
306477,USD,1454.15,2025-02-11 11:48:31
306478,JPY,956.93,2025-02-11 11:48:31
306488,USD,1454.2,2025-02-11 11:49:01
306489,JPY,956.97,2025-02-11 11:49:01
306499,USD,1454.25,2025-02-11 11:49:31
306500,JPY,956.98,2025-02-11 11:49:31
306510,USD,1454.25,2025-02-11 11:50:01
306511,JPY,956.91,2025-02-11 11:50:01
306521,USD,1454.2,2025-02-11 11:50:31
306522,JPY,956.86,2025-02-11 11:50:31
306532,USD,1454.15,2025-02-11 11:51:01
306533,JPY,956.8,2025-02-11 11:51:01
306543,USD,1454.15,2025-02-11 11:51:31
306544,JPY,956.93,2025-02-11 11:51:31
306554,USD,1454.25,2025-02-11 11:52:01
306555,JPY,956.92,2025-02-11 11:52:01
306565,USD,1454.25,2025-02-11 11:52:30
306566,JPY,956.87,2025-02-11 11:52:30
306576,USD,1454.3,2025-02-11 11:53:01
306577,JPY,956.93,2025-02-11 11:53:01
306587,USD,1454.35,2025-02-11 11:53:31
306588,JPY,956.94,2025-02-11 11:53:31
306598,USD,1454.35,2025-02-11 11:54:02
306599,JPY,957.01,2025-02-11 11:54:02
306609,USD,1454.35,2025-02-11 11:54:31
306610,JPY,956.94,2025-02-11 11:54:31
306620,USD,1454.35,2025-02-11 11:55:01
306621,JPY,956.98,2025-02-11 11:55:01
306631,USD,1454.35,2025-02-11 11:55:30
306632,JPY,956.96,2025-02-11 11:55:30
306642,USD,1454.35,2025-02-11 11:56:01
306643,JPY,957.01,2025-02-11 11:56:01
306653,USD,1454.35,2025-02-11 11:56:31
306654,JPY,956.95,2025-02-11 11:56:31
306664,USD,1454.35,2025-02-11 11:57:01
306665,JPY,956.99,2025-02-11 11:57:01
306675,USD,1454.45,2025-02-11 11:57:31
306676,JPY,957.0,2025-02-11 11:57:31
306686,USD,1454.45,2025-02-11 11:58:02
306687,JPY,956.99,2025-02-11 11:58:02
306697,USD,1454.45,2025-02-11 11:58:31
306698,JPY,957.14,2025-02-11 11:58:31
306708,USD,1454.45,2025-02-11 11:59:01
306709,JPY,957.01,2025-02-11 11:59:01
306719,USD,1454.35,2025-02-11 11:59:31
306720,JPY,957.0,2025-02-11 11:59:31
306730,USD,1454.4,2025-02-11 12:00:01
306731,JPY,957.0,2025-02-11 12:00:01
